,Condition,Cylinders,Drive,Fuel,Link,Make,Model,Odometer,Paint_color,Price,Size,Title,Title_status,Transmission,Type,Unnamed: 0,VIN,Year,id
120, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/toyota-corolla-2013-blue/6675384552.html,Toyota,Corolla,88000, blue,7999.0, mid-size,Toyota corolla 2013 blue, clean, automatic, sedan,,,2013,120.0
121, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/toyota-corolla-le-2012/6699418747.html,Toyota,Corolla,42000,,10500.0, full-size,"Toyota Corolla LE 2012, Exellent Condition", clean, automatic, sedan,,,2012,121.0
122, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/toyota-corolla-le-2012/6699415513.html,Toyota,Corolla,42000,,10500.0, full-size,"Toyota Corolla LE 2012, Exellent Condition", clean, automatic, sedan,,,2012,122.0
123, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/toyota-corolla-le-2012/6699412698.html,Toyota,Corolla,42000,,10500.0, full-size,"Toyota Corolla LE 2012, Exellent Condition", clean, automatic, sedan,,,2012,123.0
124, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/toyota-corolla-le-2012/6699401924.html,Toyota,Corolla,42000, blue,10500.0, full-size,"Toyota Corolla LE 2012, Exellent Condition", clean, automatic, sedan,,,2012,124.0
125, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/toyota-corolla-2017-mod-se/6683957553.html,Toyota,Corolla,9500, grey,17500.0, mid-size,TOYOTA  COROLLA  2017 MOD  SE  DARK Grey Metallic, clean, automatic, sedan,,,2017,125.0
126, good, 4 cylinders, 4wd, gas,https://losangeles.craigslist.org/wst/cto/d/clean/6698309604.html,Toyota,Corolla,137000, green,5200.0, full-size,Clean, clean, automatic, other,,,2010,126.0
127, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2013-corolla/6698174365.html,Toyota,Corolla,134511, grey,5900.0, compact,2013 corolla s., salvage, automatic,,, Corollas2013,2013,127.0
128, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2014-toyota-corolla-le/6698117516.html,Toyota,Corolla,136000, silver,8500.0, full-size,2014 Toyota Corolla LE, clean, automatic, sedan,,,2014,128.0
129, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2009-toyota-corolla-le-clean/6680790654.html,Toyota,Corolla,182326, black,5000.0, compact,2009 Toyota Corolla LE!! CLEAN TITLE, clean, automatic, sedan,,,2009,129.0
130, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/2016-toyota-corolla-clean/6697885552.html,Toyota,Corolla,68000,,11900.0,,2016 Toyota Corolla Clean Title in great condition, clean, automatic,,,,2016,130.0
131, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2010-toyota-corolla/6697780199.html,Toyota,Corolla,251000, grey,4750.0, compact,2010 Toyota Corolla S, clean, manual, sedan,,,2010,131.0
132, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/2010-toyota-corolla-with-rims/6697763845.html,Toyota,Corolla,208900, silver,4000.0, compact,2010 Toyota Corolla with Rims and Sound System, clean, automatic, sedan,,,2010,132.0
133, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2011-toyota-corolla-le-58k/6697381478.html,Toyota,Corolla,58900, black,9800.0,,"2011 Toyota Corolla LE 58K Miles, Clean Title, No Accidents", clean, automatic, sedan,,,2011,133.0
134, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/ant/cto/d/nice-2015-toyota-corolla-plus/6697366194.html,Toyota,Corolla,45000, blue,13500.0, compact,Nice 2015 Toyota Corolla S Plus Manual, clean, manual, sedan,,,2015,134.0
135, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2011-toyota-corolla/6696498853.html,Toyota,Corolla,92200, brown,8000.0, compact,2011 toyota corolla, clean, automatic, sedan,, 2T1BU4EE4BC543756,2011,135.0
136, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2014-toyota-corolla/6695390055.html,Toyota,Corolla,21000, white,7900.0, mid-size,2014 Toyota Corolla, salvage, manual, sedan,,,2014,136.0
137, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/toyota-corolla-2014/6695355053.html,Toyota,Corolla,53000, black,8800.0,,Toyota Corolla S 2014, salvage, automatic, sedan,,,2014,137.0
138, excellent,,, gas,https://losangeles.craigslist.org/sfv/cto/d/toyota-corolla-2017-le/6694742958.html,Toyota,Corolla,22000,,14800.0, full-size,TOYOTA COROLLA 2017 LE, clean, automatic,,,,2017,138.0
139, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2014-toyota-corolla-manual/6694435868.html,Toyota,Corolla,110000, silver,8999.0, full-size,2014 Toyota Corolla S (Manual), clean, manual, sedan,,,2014,139.0
140, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/sgv/cto/d/toyota-corolla-le/6694284829.html,Toyota,Corolla,20000, black,14999.0,,Toyota Corolla LE, clean, automatic, sedan,,,2018,140.0
141, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/2015-toyota-corolla/6671363730.html,Toyota,Corolla,54308, white,12000.0, compact,2015 Toyota Corolla S, clean, automatic, sedan,,,2015,141.0
142, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/toyota-corolla-le-2012/6667938303.html,Toyota,Corolla,42000, blue,10500.0, full-size,"Toyota Corolla LE 2012, Excellent Condition", clean, automatic, sedan,,,2012,142.0
143, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/like-new-2010-toyota-corolla/6683529888.html,Toyota,Corolla,44000, green,7999.0, compact,Like new 2010 Toyota Corolla LS, clean, automatic, sedan,,,2010,143.0
144, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2010-silver-corolla/6693381056.html,Toyota,Corolla,86800, silver,8000.0, compact,2010 Silver Corolla, clean, automatic, sedan,,,2010,144.0
145, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/toyota-corolla/6693087573.html,Toyota,Corolla,71460, grey,5309.0, mid-size,Toyota corolla, salvage, automatic, sedan,,,2011,145.0
146, good,, 4wd, gas,https://losangeles.craigslist.org/sfv/cto/d/2012-toyota-corolla-for-sale/6692897511.html,Toyota,Corolla,80800, silver,7600.0,,2012 Toyota Corolla For Sale, clean, automatic, sedan,,,2012,146.0
147, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2015-toyota-corolla-like-new/6692825547.html,Toyota,Corolla,40676, black,13899.0,,2015 Toyota Corolla S - Like NEW, clean, automatic, sedan,, 5YFBURHE0FP293222,2015,147.0
148, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/2010-toyota-corolla-ls/6675202931.html,Toyota,Corolla,440000, green,7999.0, compact,2010 Toyota Corolla LS, clean, automatic, sedan,,,2010,148.0
149, excellent,,, gas,https://losangeles.craigslist.org/lac/cto/d/2012-toyota-corolla-le-clean/6692152570.html,Toyota,Corolla,130000,,7499.0,,2012 Toyota Corolla LE Clean Title, clean, automatic,,,,2012,149.0
150, excellent, 4 cylinders, 4wd, gas,https://losangeles.craigslist.org/sfv/cto/d/toyota-corolla-2011/6692052683.html,Toyota,Corolla,140000, silver,6200.0, mid-size,Toyota Corolla 2011, clean, automatic, sedan,,,2011,150.0
151, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2012-toyota-corolla-le-silver/6691349277.html,Toyota,Corolla,124000, silver,7500.0, mid-size,"2012 Toyota Corolla LE, Silver", clean, automatic, sedan,,,2012,151.0
152, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/2011-toyota/6691319380.html,Toyota,Corolla,137000, blue,7987.0,,2011 Toyota, clean, automatic, sedan,,,2011,152.0
153, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/2015-toyota-corolla-plus/6691198491.html,Toyota,Corolla,52000, white,16000.0, compact,2015 Toyota Corolla s plus, clean, automatic, sedan,,,2015,153.0
154, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/toyota-corolla-plus-sedan-4d/6691128015.html,Toyota,Corolla,11500, white,15500.0,,Toyota Corolla S Plus Sedan 4D - LOW MILES, clean, automatic, sedan,,,2015,154.0
155, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/2010-toyota-corolla-le/6690829067.html,Toyota,Corolla,137000, grey,6000.0,,2010 Toyota Corolla LE, clean, automatic,,,,2010,155.0
156, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/toyota-corolla/6678936682.html,Toyota,Corolla,137000, grey,6000.0,,Toyota Corolla, clean, automatic, sedan,,,2010,156.0
157, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2010-toyota-corolla/6678935457.html,Toyota,Corolla,137000, grey,6000.0,,2010 Toyota Corolla, clean, automatic,,,,2010,157.0
158, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/toyota-corolla/6678936072.html,Toyota,Corolla,137000, grey,6000.0,,Toyota Corolla, clean, automatic, sedan,,,2010,158.0
159, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/2010-toyota-corolla-le/6671962973.html,Toyota,Corolla,137000, grey,6000.0,,2010 Toyota Corolla- LE, clean, automatic,,,,2010,159.0
160, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/2010-toyota-corolla-le/6683175895.html,Toyota,Corolla,137000, grey,6000.0,,2010 Toyota Corolla LE, clean, automatic, sedan,,,2010,160.0
161, excellent,,, gas,https://losangeles.craigslist.org/sfv/cto/d/asap-toyota-corolla/6689524703.html,Toyota,Corolla,118000, red,4300.0, full-size,A.S.A.P Toyota Corolla, salvage, automatic, sedan,,,2009,161.0
162, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2010-toyota-corolla-54k/6689482807.html,Toyota,Corolla,54400, green,5750.0, compact,2010 Toyota Corolla 54K, salvage, automatic, sedan,,,2010,162.0
163, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2014-toyota-corolla-le/6689376290.html,Toyota,Corolla,111538, custom,11999.0, compact,2014 toyota corolla LE, clean, automatic, sedan,,,2014,163.0
164, excellent,,, gas,https://losangeles.craigslist.org/lgb/cto/d/toyota-corolla-2014/6689339661.html,Toyota,Corolla,132000, silver,7800.0,,Toyota Corolla 2014, clean, automatic, sedan,,,2014,164.0
165, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/lac/cto/d/car-for-sale/6689298074.html,Toyota,Corolla,86102, red,9999.0,,Car For Sale, salvage, automatic,,,,2014,165.0
166, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/2015-toyota-corolla-plus/6673183703.html,Toyota,Corolla,66000, grey,12500.0, mid-size,2015 Toyota Corolla S Plus - Clean title, clean, automatic, sedan,, 5YFBURHE1FP195395,2015,166.0
167, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lac/cto/d/2010-toyota-corolla/6688522653.html,Toyota,Corolla,86800, silver,8000.0, compact,2010 Toyota Corolla, clean, automatic, sedan,,,2010,167.0
168, good, 4 cylinders,, gas,https://losangeles.craigslist.org/sgv/cto/d/2011-toyota-corolla-le/6688299897.html,Toyota,Corolla,116000, black,7500.0, compact,2011 Toyota Corolla LE, clean, automatic, sedan,,,2011,168.0
169, excellent, 4 cylinders, 4wd, gas,https://losangeles.craigslist.org/lac/cto/d/2015-toyota-corolla-for-sale/6688214992.html,Toyota,Corolla,81000, silver,14000.0, full-size,2015 Toyota Corolla For Sale, clean, manual, sedan,, 5YFBURHE0FP179530,2015,169.0
170, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/toyota-corolla-2009/6687593474.html,Toyota,Corolla,110000, white,4900.0, compact,toyota corolla S 2009, salvage, automatic, sedan,, 1NXBU40E99Z021494,2009,170.0
171, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sgv/cto/d/toyota-corolla-sport-2009/6687403136.html,Toyota,Corolla,89000, grey,6800.0, mid-size,Toyota Corolla Sport 2009, clean, manual, sedan,, 1NXBU40E59Z112486,2009,171.0
172, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/wst/cto/d/toyota-corolla/6686854467.html,Toyota,Corolla,99000, silver,8500.0, compact,Toyota corolla, clean, automatic, sedan,,,2012,172.0
173, good, 4 cylinders,, gas,https://losangeles.craigslist.org/sgv/cto/d/2011-toyota-corolla/6661313896.html,Toyota,Corolla,165000, white,7000.0,,2011 Toyota Corolla, clean, automatic,,,,2011,173.0
174, excellent, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2014-toyota-corolla/6686196635.html,Toyota,Corolla,40000, silver,9500.0, compact,2014 Toyota Corolla, salvage, automatic, sedan,,,2014,174.0
175, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2010-toyota-corolla-sport/6686125887.html,Toyota,Corolla,204000, white,5250.0, mid-size,2010 Toyota Corolla S (Sport Package), clean, automatic, sedan,, 1NXBU4EE8AZ247846,2010,175.0
176, like new, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/2016-toyota-corolla-plus/6686116036.html,Toyota,Corolla,20787, purple,13500.0, compact,2016 Toyota Corolla S Plus, clean, automatic, sedan,,,2016,176.0
177, excellent, 4 cylinders,, gas,https://losangeles.craigslist.org/sfv/cto/d/toyota-corolla-2010/6686028051.html,Toyota,Corolla,134900, white,5800.0,,TOYOTA COROLLA 2010, clean, automatic, sedan,,,2011,177.0
178, excellent,,, gas,https://losangeles.craigslist.org/ant/cto/d/low-mileage/6685340081.html,Toyota,Corolla,118000, red,4700.0, full-size,Low Mileage, salvage, automatic, sedan,,,2009,178.0
179, excellent,,, gas,https://losangeles.craigslist.org/sfv/cto/d/low-mileage-toyota-corolla/6685336614.html,Toyota,Corolla,118000, red,4700.0, full-size,Low Mileage Toyota Corolla, salvage, automatic, sedan,,,2009,179.0
180, like new, 4 cylinders,, gas,https://losangeles.craigslist.org/lgb/cto/d/toyota-corolla-low-miles/6685072736.html,Toyota,Corolla,62300, red,7500.0,,Toyota Corolla LOW MILES, clean, automatic,,,,2008,180.0
0, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lgb/cto/d/2009-toyota-pirus-ivmiles/6703088577.html,Toyota,Prius,112000, white,7800.0, compact,"2009 Toyota Pirus IV, 112000 miles", clean, automatic, sedan,, JTDKB20U797858488,2009,0.0
1, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/wst/cto/d/2009-toyota-prius-clean-title/6710612940.html,Toyota,Prius,178925,,4400.0, compact,2009 Toyota Prius clean title clean carfax camera 178k, clean, automatic, hatchback,,,2009,1.0
2, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/wst/cto/d/2008-toyota-priusmiles/6697992822.html,Toyota,Prius,81000, green,10500.0, compact,"2008 TOYOTA PRIUS -- 81,000 MILES -", clean, automatic, hatchback,, jtdkb20u583368766,2008,2.0
3, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sgv/cto/d/2011-toyota-prius/6710538316.html,Toyota,Prius,83600, white,9900.0, mid-size,** 2011 Toyota Prius **, clean, automatic, hatchback,,,2011,3.0
4, excellent,,, hybrid,https://losangeles.craigslist.org/lac/cto/d/2010-toyota-prius/6710549852.html,Toyota,Prius,113000,,7400.0,,2010 Toyota Prius, clean, automatic,,,,2010,4.0
5, excellent,,, gas,https://losangeles.craigslist.org/lgb/cto/d/2013-toyota-prius-iv-low-87k/6694760217.html,Toyota,Prius,87277,,12900.0,,2013 Toyota prius IV low 87k miles clean title, clean, automatic,,,,2013,5.0
6, new, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/black-2017-toyota-prius-2-eco/6708405876.html,Toyota,Prius,5300, black,22500.0, compact,Black 2017 Toyota Prius 2 Eco Hatchback 4D, clean, automatic, hatchback,, JTDKBRFU9H3048267,2017,6.0
7, like new, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lac/cto/d/2016-toyota-prius-3-touring/6708272360.html,Toyota,Prius,58500, white,20900.0, full-size,2016 Toyota Prius 3 Touring, clean, automatic, sedan,, JTDKARFU9G3016694,2016,7.0
8, good, 4 cylinders,, hybrid,https://losangeles.craigslist.org/lgb/cto/d/2009-toyota-prius-hatchback/6710321306.html,Toyota,Prius,196000,,3995.0,,2009 Toyota Prius Hatchback *31 Service Recs* CLEAN TITLE, clean, automatic, hatchback,,,2009,8.0
9, like new, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2009-toyota-prius/6710313554.html,Toyota,Prius,149000, white,5800.0, full-size,2009 Toyota Prius, clean, automatic, hatchback,,,2009,9.0
10, like new,,, hybrid,https://losangeles.craigslist.org/wst/cto/d/2015-prius-165-obo/6710302145.html,Toyota,Prius,48000, white,16500.0,,2015 Prius $16.5 OBO, salvage, automatic,,,,2015,10.0
11, excellent, 4 cylinders,, hybrid,https://losangeles.craigslist.org/lac/cto/d/2014-toyota-prius-plug-in-54k/6708544293.html,Toyota,Prius,54000,,15500.0,,2014 Toyota Prius Plug in--54k Miles--Clean Title--Excellent Condition, clean, automatic,,,,2014,11.0
12, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2013-toyota-prius-persona/6710267699.html,Toyota,Prius,83358, white,9500.0,,2013 Toyota Prius Persona Series 83k miles, salvage, automatic,,, JTDKN3DU7D5593230,2013,12.0
13, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2011-toyota-prius-touring/6710264589.html,Toyota,Prius,85586, black,8200.0,,2011 Toyota Prius Touring Edition 85k miles, salvage, automatic,,, JTDKN3DU9A5014721,2011,13.0
14, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lac/cto/d/2015-toyota-prius-ii-hybrid/6707700726.html,Toyota,Prius,47000, white,13900.0, mid-size,2015 TOYOTA PRIUS II HYBRID  EXCELLENT CONDITION LOW MILES GOOD DEAL, clean, automatic, sedan,,,2015,14.0
15, like new, other, fwd, hybrid,https://losangeles.craigslist.org/lac/cto/d/2015-prius-persona-clean/6695617417.html,Toyota,Prius,100800, white,15000.0, compact,2015 Prius Persona clean, clean, automatic, hatchback,,,2015,15.0
16, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2014-toyota-prius-84k-miles/6710224120.html,Toyota,Prius,84000, black,9500.0, compact,2014 TOYOTA PRIUS 84K MILES LEATHER GPS PRIUS 4, salvage, automatic, hatchback,,,2014,16.0
17, excellent,,, hybrid,https://losangeles.craigslist.org/wst/cto/d/2014-prius-plug-in-excellent/6710174413.html,Toyota,Prius,75000, grey,13990.0, compact,2014 Prius Plug-in (Excellent condition/1 owner/clean title), clean, automatic, hatchback,,,2014,17.0
18, excellent, 4 cylinders,, hybrid,https://losangeles.craigslist.org/lac/cto/d/2010-toyota-prius-excellent/6710070791.html,Toyota,Prius,209206,,5950.0,,2010 TOYOTA PRIUS - EXCELLENT CONDITION - [NEW HYBRID BATTERY], clean, automatic,,,,2010,18.0
19, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/sfv/cto/d/2008-prius-maintained-by/6710151211.html,Toyota,Prius,158000, blue,5900.0, compact,2008 Prius maintained by dealer, clean, automatic, hatchback,,,2008,19.0
20, excellent,,, hybrid,https://losangeles.craigslist.org/lac/cto/d/2010-toyota-prius-new-hybrid/6710126893.html,Toyota,Prius,209000,,5950.0,,2010 TOYOTA PRIUS - [NEW HYBRID BATTERY] CLEAN TITLE, clean, automatic,,,,2010,20.0
21, good,,, gas,https://losangeles.craigslist.org/lac/cto/d/2014-toyota-prius/6710147496.html,Toyota,Prius,62000, grey,12500.0,,2014 Toyota Prius, clean, automatic,,,,2014,21.0
22, good, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/toyota-prius-2011/6710121439.html,Toyota,Prius,106000,,5700.0, mid-size,Toyota prius 2011, salvage, automatic, sedan,,,2011,22.0
23, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2010-toyota-prius-clean/6710078002.html,Toyota,Prius,209260, black,5950.0,,2010 TOYOTA PRIUS - CLEAN CARFAX - NEW HYBRID BATTERY!!, clean, automatic, hatchback,,,2010,23.0
24, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/ant/cto/d/2010-prius/6710089026.html,Toyota,Prius,133000, black,6500.0, compact,2010 Prius, clean, automatic, hatchback,,,2010,24.0
25, excellent, 4 cylinders,, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2008-toyota-prius-135k-miles/6686248219.html,Toyota,Prius,140981,,4200.0,,2008 toyota prius 135k miles LOADED car fax, salvage, automatic,,, JTDKB20UX87773370,2008,25.0
26, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/wst/cto/d/2010-toyota-prius/6710052190.html,Toyota,Prius,69130, white,10500.0, full-size,2010 Toyota Prius, clean, automatic, hatchback,, JTDKN3DUXA0098707,2010,26.0
27, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2015-toyota-prius-with/6710002066.html,Toyota,Prius,23000, blue,13500.0, compact,2015 Toyota Prius C with partial extended warranty, clean, automatic, hatchback,, JTDKDTB30F1097628,2015,27.0
28, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2015-toyota-prius-navigation/6709949798.html,Toyota,Prius,54000, blue,12800.0, full-size,2015 Toyota Prius -NAVIGATION/BACKUP CAMERA, clean, automatic, hatchback,,,2015,28.0
29, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lac/cto/d/2010-toyota-prius-iv/6709886116.html,Toyota,Prius,169000, blue,5900.0, compact,2010 Toyota Prius IV, clean, automatic, hatchback,, JTDKN3DU4A0025249,2010,29.0
30, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lac/cto/d/2010-toyota-prius-ii-hybrid/6709872624.html,Toyota,Prius,71300, blue,9500.0, compact,2010 Toyota Prius II Hybrid Hatchback ** Low Mileage - Clean Title **, clean, automatic, hatchback,,,2010,30.0
31, like new, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/wst/cto/d/toyota-prius-2016-low-mileage/6709837628.html,Toyota,Prius,20126, blue,14900.0, compact,"Toyota Prius C 2016, Low Mileage , Like New , Clean Title, One Owner", clean, automatic, hatchback,,,2016,31.0
32, good, 4 cylinders, fwd, gas,https://losangeles.craigslist.org/lgb/cto/d/sweet-black-2014-prius-low/6709826060.html,Toyota,Prius,49000, black,5700.0, compact,sweet black 2014 prius  + low miles, salvage, automatic, hatchback,,,2014,32.0
33, like new, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lac/cto/d/2015-toyota-prius-four/6686072187.html,Toyota,Prius,46341, white,15000.0, compact,2015 Toyota Prius c Four, clean, automatic, hatchback,, JTDKDTB30F1090727,2015,33.0
34, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2008-toyota-prius-fully-loaded/6709674285.html,Toyota,Prius,105369, grey,5000.0,,2008 Toyota Prius fully loaded, salvage, automatic,,, JTDKB20U183318797,2008,34.0
35, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lac/cto/d/2015-toyota-prius/6709710205.html,Toyota,Prius,83000, white,13500.0, full-size,2015 toyota prius, clean, automatic,,, jtdkn3du3f0423141,2015,35.0
36, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lac/cto/d/2015-toyota-prius/6709709866.html,Toyota,Prius,83000, white,13500.0, full-size,2015 toyota prius, clean, automatic,,, jtdkn3du3f0423141,2015,36.0
37, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lac/cto/d/2015-toyota-prius/6709709419.html,Toyota,Prius,83000, white,13500.0, full-size,2015 toyota prius, clean, automatic,,, jtdkn3du3f0423141,2015,37.0
38, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lac/cto/d/2015-toyota-prius/6709708961.html,Toyota,Prius,83000, white,13500.0, full-size,2015 toyota prius, clean, automatic,,, jtdkn3du3f0423141,2015,38.0
39, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sgv/cto/d/2009-toyota-prius-hybrid/6707539649.html,Toyota,Prius,154000, silver,4300.0,,2009 Toyota Prius Hybrid, salvage, automatic, sedan,,,2009,39.0
40, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2014-silver-prius-original/6691328874.html,Toyota,Prius,106000, silver,11500.0, mid-size,2014 Silver Prius - Original Owner - 50MPG, clean, automatic, hatchback,, JTDKN3DU7E17819,2014,40.0
41, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lac/cto/d/2015-toyota-prius/6709696198.html,Toyota,Prius,83000, white,13500.0, full-size,2015 toyota prius, clean, automatic,,, jtdkn3du3f0423141,2015,41.0
42, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2008-toyota-prius-touring/6709677763.html,Toyota,Prius,128195, black,5000.0,,2008 Toyota Prius Touring Edition, salvage, automatic,,, JTDKB20U383386392,2008,42.0
43, excellent, 5 cylinders, fwd, hybrid,https://losangeles.craigslist.org/wst/cto/d/2015-toyota-prius/6709695535.html,Toyota,Prius,83200, white,13500.0, full-size,2015 toyota prius, clean, automatic, sedan,, jtdkn3du3f0423141,2015,43.0
44, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lgb/cto/d/2015-toyota-prius/6709695245.html,Toyota,Prius,83200, white,13500.0, full-size,2015 toyota prius, clean, automatic, sedan,, jtdkn3du3f0423141,2015,44.0
45, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2007-toyota-prius-touring/6709674823.html,Toyota,Prius,110296,,5000.0,,2007 Toyota Prius Touring Edition, salvage, automatic,,, JTDKB20U083356654,2008,45.0
46, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lgb/cto/d/2015-toyota-prius/6709694644.html,Toyota,Prius,83200, white,13500.0, full-size,2015 toyota prius, clean, automatic, sedan,, jtdkn3du3f0423141,2015,46.0
47, excellent, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2011-toyota-prius-low-miles/6702528439.html,Toyota,Prius,68700, grey,7300.0, compact,2011 TOYOTA PRIUS LOW MILES 68K ORIGINAL, salvage, automatic, hatchback,,,2011,47.0
48, like new, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/sfv/cto/d/2010-toyota-prius-gold-only/6706681837.html,Toyota,Prius,60380, brown,7499.0, compact,2010 TOYOTA PRIUS GOLD ONLY 60k original miles, salvage, automatic, hatchback,,,2010,48.0
49, good, 4 cylinders, fwd, hybrid,https://losangeles.craigslist.org/lgb/cto/d/2011-toyota-prius/6709647489.html,Toyota,Prius,259400, green,4100.0, compact,2011 toyota prius, clean, automatic, hatchback,,,2011,49.0
