,Title,Make,Model,Year,Condition,Cylinders,Drive,Fuel,Odometer,Paint_color,Size,Title_status,Transmission,Type,Price,VIN,Link
80,2018 Honda Civic EX-T sedan with100k bumper 2 bumper warranty!like new,Honda,Civic,2018, like new, 4 cylinders, fwd, gas,5090, white, compact, clean, automatic, sedan,"$24,000 ",,https://losangeles.craigslist.org/sfv/cto/d/2018-honda-civic-ex-sedan/6682689690.html
81,2015 Honda Civic EX-L 19K miles,Honda,Civic,2015, like new, 4 cylinders, fwd, gas,19100, silver, mid-size, clean, automatic, sedan,"$15,999 ",,https://losangeles.craigslist.org/sfv/cto/d/2015-honda-civic-ex-19k-miles/6707527579.html
82,2012 Honda Civic Natural Gas,Honda,Civic,2012, excellent,,, other,90000,,, clean, automatic, sedan,"$7,500 ",,https://losangeles.craigslist.org/sfv/cto/d/2012-honda-civic-natural-gas/6707498131.html
83,Honda Civic CNG 2012,Honda,Civic,2012, excellent, 4 cylinders, fwd, other,61000, white, mid-size, clean, automatic, sedan,"$10,500 ", 19xfb5f52ce000243,https://losangeles.craigslist.org/sfv/cto/d/honda-civic-cng-2012/6707366999.html
84,2014 Honda Civic SI,Honda,Civic,2014, excellent, 4 cylinders, fwd, gas,49432, orange, compact, salvage, manual, coupe,"$13,500 ",,https://losangeles.craigslist.org/lac/cto/d/2014-honda-civic-si/6682390885.html
85,2012 Honda Civic EX-L W/ Navi - Only 63k Miles 4 DOORS,Honda,Civic,2012, like new, 4 cylinders,, gas,63,,, salvage, automatic,,"$7,990 ",,https://losangeles.craigslist.org/wst/cto/d/2012-honda-civic-ex-w-navi/6700670579.html
86,2008 Honda Civic LX (coupe),Honda,Civic,2009, like new, 4 cylinders,, gas,58000, grey, compact, clean, automatic, coupe,"$7,200 ",,https://losangeles.craigslist.org/sfv/cto/d/2008-honda-civic-lx-coupe/6706734763.html
87,2008 Honda Civic EX,Honda,Civic,2008, good, 4 cylinders,, gas,184000, white, compact, clean, manual, sedan,"$4,500 ",,https://losangeles.craigslist.org/lac/cto/d/2008-honda-civic-ex/6706646581.html
88,Honda civic 2010,Honda,Civic,2010, excellent, 4 cylinders,, gas,110000,,, salvage, automatic,,"$4,500 ",,https://losangeles.craigslist.org/lac/cto/d/honda-civic-2010/6691250547.html
89,08 Civic Si,Honda,Civic,2008, good, 4 cylinders, fwd, gas,217, white, sub-compact, clean, manual, coupe,"$6,000 ",,https://losangeles.craigslist.org/lgb/cto/d/08-civic-si/6706509590.html
90,2017 HANDA CIVIC,Honda,Civic,2017, like new, 4 cylinders,, gas,12789, blue,, salvage, automatic,,"$13,500 ",,https://losangeles.craigslist.org/lac/cto/d/2017-handa-civic/6706466485.html
91,Honda CIVIC HYBRID 2008 NO salvage,Honda,Civic,2008, excellent, 4 cylinders, fwd, hybrid,158000, custom, compact, clean, automatic, sedan,"$4,300 ",,https://losangeles.craigslist.org/lac/cto/d/honda-civic-hybrid-2008-no/6696266002.html
92,"2011 HONDA CIVIC LX SEDAN BLACK 87,000MILES",Honda,Civic,2011, like new,,, gas,87000,,, clean, automatic,,"$7,995 ",,https://losangeles.craigslist.org/lac/cto/d/2011-honda-civic-lx-sedan/6704154118.html
93,2017 Honda Civic Hatchback Sport (Manual),Honda,Civic,2017, excellent, 4 cylinders, fwd, gas,32000, black, compact, clean, manual, hatchback,"$20,000 ",,https://losangeles.craigslist.org/sfv/cto/d/2017-honda-civic-hatchback/6705866323.html
94,2013 Honda Civic LX,Honda,Civic,2013, like new, 4 cylinders, fwd, gas,72000, black, compact, salvage, automatic, sedan,"$7,650 ",,https://losangeles.craigslist.org/sgv/cto/d/2013-honda-civic-lx/6705789621.html
95,2018 Honda Civic Type R,Honda,Civic,2018, new, 4 cylinders, fwd, gas,1400, white,, clean, manual, hatchback,"$43,000 ",,https://losangeles.craigslist.org/lac/cto/d/2018-honda-civic-type/6705708935.html
96,2012 Civic Honda,Honda,Civic,2012, excellent, 4 cylinders, fwd, gas,89000, custom, full-size, clean, automatic, sedan,"$9,500 ", 2HGFB2F96CH567000,https://losangeles.craigslist.org/wst/cto/d/2012-civic-honda/6705700224.html
97,2008 Honda Civic EX,Honda,Civic,2008, excellent, 4 cylinders, fwd, gas,141000, brown, mid-size, clean, manual, sedan,"$5,700 ",,https://losangeles.craigslist.org/sgv/cto/d/2008-honda-civic-ex/6686703958.html
98,Honda Civic EX,Honda,Civic,2012, good, 4 cylinders,, gas,98000, silver,, clean, automatic,,"$8,000 ", Xxxxxxxxxxxx,https://losangeles.craigslist.org/sgv/cto/d/honda-civic-ex/6705685163.html
99,2013 Honda Civic hybrid,Honda,Civic,2013, excellent, 4 cylinders, rwd, hybrid,155000, white, compact, clean, automatic, sedan,"$9,800 ",,https://losangeles.craigslist.org/lgb/cto/d/2013-honda-civic-hybrid/6705603846.html
100,HONDA CIVIC 2017 SPORT HATCHBACK GRAY AUTO 12xxx miles,Honda,Civic,2017, like new, 4 cylinders,, gas,12836, grey,, clean, automatic, hatchback,"$14,998 ",,https://losangeles.craigslist.org/lac/cto/d/honda-civic-2017-sport/6705511743.html
101,Honda Civic GX 2008,Honda,Civic,2008, excellent, 4 cylinders,, other,50000, white, compact, clean, automatic, sedan,"$7,300 ",,https://losangeles.craigslist.org/lac/cto/d/honda-civic-gx-2008/6684811139.html
102,Honda civic ex coupe 2009,Honda,Civic,2009, good, 4 cylinders, rwd, gas,121500, grey,, salvage, automatic, coupe,"$4,700 ", 2hgfg12819h532656,https://losangeles.craigslist.org/lac/cto/d/honda-civic-ex-coupe-2009/6705373405.html
103,2008 Honda Civic CNG salvaged,Honda,Civic,2008, excellent, 4 cylinders, rwd, gas,108000, silver, compact, salvage, automatic, sedan,"$4,999 ",,https://losangeles.craigslist.org/sfv/cto/d/2008-honda-civic-cng-salvaged/6681348490.html
104,HONDA CIVIC EX TURBO 2016,Honda,Civic,2016, excellent, 4 cylinders,, gas,28000, silver,, salvage, automatic,,"$11,300 ",,https://losangeles.craigslist.org/lgb/cto/d/honda-civic-ex-turbo-2016/6705147463.html
105,2015 honda civic AZ,Honda,Civic,2015, good, 4 cylinders, fwd, gas,44700, black, compact, salvage, automatic, sedan,"$7,850 ",,https://losangeles.craigslist.org/lac/cto/d/2015-honda-civic-az/6705065413.html
106,2011 honda civic,Honda,Civic,2011, good, 4 cylinders, fwd, gas,141000, red, compact, clean, automatic, sedan,"$7,100 ",,https://losangeles.craigslist.org/sgv/cto/d/2011-honda-civic/6704889079.html
107,"2012 HONDA CIVIC HYBRID 4DR SEDAN 48MPG 40K MILES, SALVAG",Honda,Civic,2012, new, 4 cylinders, fwd, hybrid,40000, grey, compact, salvage, automatic, sedan,"$7,400 ",,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-civic-hybrid-4dr/6683450662.html
108,2013 Honda Civic coupe salvage tittle,Honda,Civic,2013, good, 4 cylinders,, gas,73500, grey,, salvage, automatic,,"$6,900 ",,https://losangeles.craigslist.org/lac/cto/d/2013-honda-civic-coupe/6704666331.html
109,2015 Honda Civic lx automatic 4 door,Honda,Civic,2015, like new, 4 cylinders,, gas,43882, blue,, salvage, automatic,,"$7,500 ",,https://losangeles.craigslist.org/sgv/cto/d/2015-honda-civic-lx-automatic/6700263949.html
110,Honda civic lx 2016,Honda,Civic,2016, good, 4 cylinders,, gas,60000, grey,, rebuilt, automatic,,"$9,500 ",,https://losangeles.craigslist.org/sfv/cto/d/honda-civic-lx-2016/6690393470.html
111,Civic lx 2016,Honda,Civic,2016, excellent, 4 cylinders, fwd, gas,60000, grey, mid-size, rebuilt, automatic, sedan,"$9,500 ",,https://losangeles.craigslist.org/sfv/cto/d/civic-lx-2016/6690399201.html
112,2010 Honda Civic,Honda,Civic,2010, good, 4 cylinders, fwd, gas,71569, blue, mid-size, clean, automatic, sedan,"$6,000 ",,https://losangeles.craigslist.org/lgb/cto/d/2010-honda-civic/6704178496.html
113,2014 Honda Civic lx 2dr,Honda,Civic,2014, new, 4 cylinders,, gas,47000, silver,, salvage, automatic,,"$7,400 ",,https://losangeles.craigslist.org/wst/cto/d/2014-honda-civic-lx-2dr/6704151848.html
114,2008 Honda Civic Excellent Condition,Honda,Civic,2008, excellent, 4 cylinders, fwd, gas,137121, silver, compact, clean, automatic, coupe,"$5,900 ",,https://losangeles.craigslist.org/lac/cto/d/2008-honda-civic-excellent/6678328861.html
115,2012 HONDA CIVIC EX-L,Honda,Civic,2012, like new, 4 cylinders, fwd, gas,97520, grey,, salvage, automatic, coupe,"$6,800 ",,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-civic-ex/6704090023.html
116,2010 Honda civic,Honda,Civic,2010, excellent, 4 cylinders, fwd, gas,113000, blue, compact, clean, automatic, coupe,"$5,300 ",,https://losangeles.craigslist.org/sgv/cto/d/2010-honda-civic/6704014196.html
117,2012 Honda Civic,Honda,Civic,2012, excellent, 4 cylinders, fwd, gas,81000, white, compact, salvage, automatic, sedan,"$6,800 ",,https://losangeles.craigslist.org/lac/cto/d/2012-honda-civic/6703687830.html
118,Honda Civic 2014 salvage,Honda,Civic,2014, good, 4 cylinders,, gas,52552, blue,, salvage, automatic, coupe,"$8,000 ",,https://losangeles.craigslist.org/lac/cto/d/honda-civic-2014-salvage/6703448899.html
119,2016 Honda Civic EX-L w/ Honda Sensing,Honda,Civic,2016, excellent, 4 cylinders, fwd, gas,28065, black, compact, clean, automatic, sedan,"$19,999 ", 19XFC1F83GE207679,https://losangeles.craigslist.org/wst/cto/d/2016-honda-civic-ex-w-honda/6703428505.html
120,2012 Honda Civic $8500,Honda,Civic,2012, excellent, 4 cylinders, fwd, gas,63000, black, compact, clean, automatic, coupe,"$8,500 ",,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-civic-8500/6701188736.html
121,2012 Honda Civic $8500,Honda,Civic,2012, excellent, 4 cylinders, fwd, gas,63000, black, compact, clean, automatic, coupe,"$8,500 ",,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-civic-8500/6703030515.html
122,2013 HONDA CIVIC COUPE,Honda,Civic,2013, excellent, 4 cylinders, fwd, gas,65000, brown, compact, salvage, automatic, coupe,"$6,300 ",,https://losangeles.craigslist.org/sfv/cto/d/2013-honda-civic-coupe/6702581854.html
123,2015 Honda Civic LX,Honda,Civic,2015, excellent, 4 cylinders, fwd, gas,35500, grey, compact, clean, automatic, sedan,"$13,250 ",,https://losangeles.craigslist.org/wst/cto/d/2015-honda-civic-lx/6693560795.html
124,2016 Honda Civic LX Very Good Condition!,Honda,Civic,2016, excellent, 4 cylinders, fwd, gas,21000, black, mid-size, clean, automatic, sedan,"$15,500 ", 2hgfc2f51gh56231,https://losangeles.craigslist.org/sgv/cto/d/2016-honda-civic-lx-very-good/6697349306.html
125,2010 honda civic hybrid,Honda,Civic,2010, good, 4 cylinders, fwd, hybrid,180000, grey, compact, clean, automatic, sedan,"$4,500 ",,https://losangeles.craigslist.org/lgb/cto/d/2010-honda-civic-hybrid/6702327007.html
126,2015 Honda Civic LX - low mileage - great/excellent condition,Honda,Civic,2015, excellent, 4 cylinders, fwd, gas,20700, silver, compact, clean, automatic, sedan,"$14,100 ",,https://losangeles.craigslist.org/sfv/cto/d/2015-honda-civic-lx-low/6687004823.html
127,12 HONDA CIVIC EXL AZUL,Honda,Civic,2012, good, 4 cylinders,, gas,62347,,, clean, automatic,,"$10,500 ",,https://losangeles.craigslist.org/sgv/cto/d/12-honda-civic-exl-azul/6702091609.html
128,2015 HONDA CIVIC LX SEDAN 4D,Honda,Civic,2015, like new, 4 cylinders, fwd, gas,35351, grey, compact, clean, automatic, sedan,"$11,950 ", 2HGFB2F55FH565479,https://losangeles.craigslist.org/ant/cto/d/2015-honda-civic-lx-sedan-4d/6680060360.html
129,2008 Honda Civic Excellent Condition Clean,Honda,Civic,2008, excellent, 4 cylinders, fwd, gas,133121, silver, compact, clean, automatic, sedan,"$5,900 ",,https://losangeles.craigslist.org/lac/cto/d/2008-honda-civic-excellent/6677429337.html
130,2015 HONDA CIVIC LX 4D,Honda,Civic,2015, like new, 4 cylinders, fwd, gas,35351, grey, compact, clean, automatic, sedan,"$11,950 ", 2HGFB2F55FH565479,https://losangeles.craigslist.org/lgb/cto/d/2015-honda-civic-lx-4d/6680056644.html
131,2015 HONDA CIVIC LX 4D,Honda,Civic,2015, like new, 4 cylinders, fwd, gas,35351, grey, compact, clean, automatic, sedan,"$11,950 ", 2HGFB2F55FH565479,https://losangeles.craigslist.org/sgv/cto/d/2015-honda-civic-lx-4d/6680051932.html
132,2015 HONDA CIVIC LX SEDAN 4D,Honda,Civic,2015, like new, 4 cylinders, fwd, gas,35351, grey, compact, clean, automatic, sedan,"$11,950 ", 2HGFB2F55FH565479,https://losangeles.craigslist.org/lac/cto/d/2015-honda-civic-lx-sedan-4d/6680048670.html
133,2015 HONDA CIVIC LX SEDAN 4D,Honda,Civic,2015, like new, 4 cylinders, fwd, gas,35351, grey, compact, clean, automatic, sedan,"$11,950 ", 2HGFB2F55FH565479,https://losangeles.craigslist.org/sfv/cto/d/2015-honda-civic-lx-sedan-4d/6680044157.html
134,2015 HONDA CIVIC LX SEDAN 4D,Honda,Civic,2015, like new, 4 cylinders, fwd, gas,35351, grey, compact, clean, automatic, sedan,"$11,950 ", 2HGFB2F55FH565479,https://losangeles.craigslist.org/wst/cto/d/2015-honda-civic-lx-sedan-4d/6680028527.html
135,2013 Honda Civic Si 2Dr 6Spd(One Owner/Immaculate),Honda,Civic,2013, excellent, 4 cylinders, fwd, gas,46, black, compact, clean, manual, coupe,"$14,900 ",,https://losangeles.craigslist.org/lac/cto/d/2013-honda-civic-si-2dr/6690096655.html
136,2012 Honda Civic 4dr LX,Honda,Civic,2012, good, 4 cylinders, fwd, gas,86500, black,, clean, automatic, sedan,"$7,500 ", 19xfb2f5xce344465,https://losangeles.craigslist.org/lac/cto/d/2012-honda-civic-4dr-lx/6679122328.html
137,CLEAN TITLE 2012 Honda Civic $7495,Honda,Civic,2012, good, 4 cylinders, fwd, gas,95900, black, compact, clean, automatic, coupe,"$7,945 ",,https://losangeles.craigslist.org/wst/cto/d/clean-title-2012-honda-civic/6700779547.html
138,2008 Honda Civic Excellent Condition,Honda,Civic,2008, excellent, 4 cylinders, fwd, gas,133121, silver, compact, clean, automatic, coupe,"$5,900 ", 2HGFG12688H521568,https://losangeles.craigslist.org/lac/cto/d/2008-honda-civic-excellent/6677426648.html
139,2008 HONDA CIVIC SEDAN,Honda,Civic,2008, excellent, 4 cylinders, fwd, gas,106244,, compact, salvage, automatic, sedan,"$3,800 ",,https://losangeles.craigslist.org/wst/cto/d/2008-honda-civic-sedan/6700278659.html
140,2013 Honda Civic EX,Honda,Civic,2013, like new, 4 cylinders, fwd, gas,65000, silver, mid-size, clean, automatic, sedan,"$12,900 ",,https://losangeles.craigslist.org/sgv/cto/d/2013-honda-civic-ex/6700172195.html
141,Honda Civic Si 2018 coupe,Honda,Civic,2018, new,,, gas,8000, black,, clean, manual,,"$25,500 ",,https://losangeles.craigslist.org/lgb/cto/d/honda-civic-si-2018-coupe/6699873592.html
142,2013 Honda Civic Sedan LX 1.8L White Low Mile Clean Title,Honda,Civic,2012, excellent, 4 cylinders,, gas,62535, white, compact, clean, automatic, sedan,"$8,899 ",,https://losangeles.craigslist.org/sgv/cto/d/2013-honda-civic-sedan-lx-18l/6699848977.html
143,2012 Honda Civic 4DR LX,Honda,Civic,2012, excellent, 4 cylinders, fwd, gas,108308, black, compact, clean, automatic, sedan,"$8,995 ", 19XFB2F52CE308270,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-civic-4dr-lx/6699798594.html
144,2010 Honda CIVIC SI Modified,Honda,Civic,2010, new,,, gas,1645,,, clean, manual,,"$20,000 ",,https://losangeles.craigslist.org/lgb/cto/d/2010-honda-civic-si-modified/6699715319.html
145,2013 Honda Civic EX Sedan 4 door Automatic,Honda,Civic,2013, good, 4 cylinders, fwd, gas,94664, grey, compact, clean, automatic, sedan,"$10,500 ", 19XFB2F88DE231674,https://losangeles.craigslist.org/lac/cto/d/2013-honda-civic-ex-sedan-4/6699596354.html
146,2011 HONDA CIVIC GX! Natural gas vehicle (CNG) WITH HOV LANE ACCESS!,Honda,Civic,2011, good, 4 cylinders, rwd, other,56000, grey, compact, clean, automatic, sedan,"$8,000 ", 19XFA4F55BE000961,https://losangeles.craigslist.org/wst/cto/d/2011-honda-civic-gx-natural/6684778716.html
147,2012 HONDA CIVIC HYBRID 4DR SEDAN 43MPG 40K,Honda,Civic,2012, new, 4 cylinders, fwd, hybrid,40000, orange, mid-size, salvage, automatic, sedan,"$7,400 ",,https://losangeles.craigslist.org/sgv/cto/d/2012-honda-civic-hybrid-4dr/6680859208.html
148,2016 Honda Civic Coupe,Honda,Civic,2016, excellent, 4 cylinders, rwd, gas,22000, red, compact, clean, automatic, coupe,"$14,800 ", 2HGFC4B52GH300065,https://losangeles.craigslist.org/sgv/cto/d/2016-honda-civic-coupe/6698928736.html
149,2013 Honda Civic LX,Honda,Civic,2013, excellent, 4 cylinders, fwd, gas,110730, black,, clean, automatic, sedan,"$7,950 ", 19XFB2F56DE255834,https://losangeles.craigslist.org/wst/cto/d/2013-honda-civic-lx/6698907105.html
150,DON'T MISS OUT ON THIS BEAUTY,Honda,Civic,2014, excellent, 6 cylinders, fwd, gas,28880, grey, mid-size, clean, automatic, sedan,"$15,900 ", 19xfb2f90ee269782,https://losangeles.craigslist.org/lac/cto/d/dont-miss-out-on-this-beauty/6698826312.html
151,2008 Honda Civic,Honda,Civic,2008, excellent, 4 cylinders, fwd, gas,120000, blue, compact, salvage, automatic,,"$3,950 ",,https://losangeles.craigslist.org/sfv/cto/d/2008-honda-civic/6698799440.html
152,Honda civic 2012,Honda,Civic,2012, like new, 4 cylinders,, gas,84,,, salvage, automatic,,"$6,500 ",,https://losangeles.craigslist.org/lac/cto/d/honda-civic-2012/6698298508.html
153,Honda Civic 2010,Honda,Civic,2010, like new, 4 cylinders, fwd, gas,72000, grey, compact, salvage, automatic, sedan,"$5,300 ",,https://losangeles.craigslist.org/lgb/cto/d/honda-civic-2010/6698240117.html
154,Honda civic 2010,Honda,Civic,2010, like new, 4 cylinders, fwd, gas,48535, blue, full-size, salvage, automatic, sedan,"$5,900 ",,https://losangeles.craigslist.org/lac/cto/d/honda-civic-2010/6684551892.html
155,2012 HONDA CIVIC EX SPORT,Honda,Civic,2012, good,,, gas,89980,,, salvage, automatic,,"$5,980 ",,https://losangeles.craigslist.org/sfv/cto/d/2012-honda-civic-ex-sport/6698062053.html
156,2017 Honda Civic ex tlitle salvaje,Honda,Civic,2017, excellent, 4 cylinders, fwd, gas,134259, black, mid-size, salvage, automatic, sedan,"$10,800 ",,https://losangeles.craigslist.org/sfv/cto/d/2017-honda-civic-ex-tlitle/6697276128.html
157,Honda Civic 2008,Honda,Civic,2008, good, 4 cylinders, 4wd, gas,136782, black, full-size, clean, automatic, sedan,"$4,800 ", 2HGFA16568H304569,https://losangeles.craigslist.org/sgv/cto/d/honda-civic-2008/6697066351.html
158,2011 HONDA CIVIC EX,Honda,Civic,2011, excellent, 4 cylinders, fwd, gas,90700, brown, compact, clean, automatic, coupe,"$8,200 ",,https://losangeles.craigslist.org/sgv/cto/d/2011-honda-civic-ex/6674748183.html
159,Honda Civic Coupe 2012,Honda,Civic,2012, excellent, 4 cylinders, fwd, gas,92000, grey, compact, clean, automatic, coupe,"$9,700 ",,https://losangeles.craigslist.org/sgv/cto/d/honda-civic-coupe-2012/6696383255.html
160,2017 Honda Civic LX,Honda,Civic,2017, excellent, 4 cylinders, fwd, gas,14130, grey, compact, salvage, automatic, sedan,"$10,700 ", HH503845,https://losangeles.craigslist.org/lac/cto/d/2017-honda-civic-lx/6693083868.html
161,2011 HONDA CIVIC LX 4 DOOR SEDAN,Honda,Civic,2011, excellent, 4 cylinders, fwd, gas,105000, red, compact, salvage, automatic, sedan,"$5,250 ",,https://losangeles.craigslist.org/sfv/cto/d/2011-honda-civic-lx-4-door/6670372160.html
162,2010 HONDA CIVIC EX 4 DOOR SEDAN,Honda,Civic,2010, like new, 4 cylinders, fwd, gas,103000, grey, compact, salvage, automatic, sedan,"$5,550 ",,https://losangeles.craigslist.org/sfv/cto/d/2010-honda-civic-ex-4-door/6670106109.html
163,CLEAN TITLE 2012 Honda Civic $8000,Honda,Civic,2012, good, 4 cylinders, fwd, gas,95900, black, compact, clean, automatic, coupe,"$8,000 ",,https://losangeles.craigslist.org/wst/cto/d/clean-title-2012-honda-civic/6695451233.html
164,2014 Honda Civic - 1st owner - clean title - low mileage,Honda,Civic,2014, excellent, 4 cylinders, fwd, gas,42200, grey,, clean, automatic,,"$11,300 ", 19XFB2F58EE209634,https://losangeles.craigslist.org/sgv/cto/d/2014-honda-civic-1st-owner/6695353267.html
165,2016 Honda Civic,Honda,Civic,2016, like new, 4 cylinders,, gas,128000, grey,, clean, automatic,,"$11,000 ",,https://losangeles.craigslist.org/lgb/cto/d/2016-honda-civic/6695287701.html
166,***2011 Honda Civic LX ONLY 45k Miles***,Honda,Civic,2011, excellent, 5 cylinders,, gas,45387, white,, clean, automatic, coupe,"$12,000 ", 2HGFG1B69BH517231,https://losangeles.craigslist.org/wst/cto/d/2011-honda-civic-lx-only-45k/6695284376.html
167,2008 Honda civic hybrid,Honda,Civic,2008, excellent, 4 cylinders, fwd, gas,122000, white, compact, clean, automatic, sedan,"$2,200 ", xxxxxxxxxxxxxxxx,https://losangeles.craigslist.org/lac/cto/d/2008-honda-civic-hybrid/6695169835.html
168,2008 honda civic lx,Honda,Civic,2008, excellent, 4 cylinders, fwd, gas,120000, black, compact, salvage, automatic, sedan,"$4,500 ",,https://losangeles.craigslist.org/lgb/cto/d/2008-honda-civic-lx/6695135751.html
169,2012 honda civic 1 owner,Honda,Civic,2012, good, 4 cylinders, fwd, gas,108195, black, compact, clean, automatic, sedan,"$7,000 ",,https://losangeles.craigslist.org/wst/cto/d/2012-honda-civic-1-owner/6691814086.html
170,Honda civic lx,Honda,Civic,2015, excellent, 4 cylinders, fwd, gas,21805, black, compact, salvage, automatic, sedan,"$8,800 ",,https://losangeles.craigslist.org/ant/cto/d/honda-civic-lx/6694604719.html
171,"2012 HONDA CIVIC HYBRID 4DR SEDAN 48MPG 40K MILES, SALVAGE, $7400",Honda,Civic,2012, excellent, 4 cylinders, fwd, hybrid,40000, grey, compact, salvage, automatic, sedan,"$7,400 ",,https://losangeles.craigslist.org/sfv/cto/d/2012-honda-civic-hybrid-4dr/6671399693.html
172,"2015 Honda Civic - Manuel - 53,000 miles",Honda,Civic,2015, excellent,,, gas,53000, grey,, clean, manual, sedan,"$12,000 ",,https://losangeles.craigslist.org/lgb/cto/d/2015-honda-civic-manuelmiles/6694276695.html
173,14 civic,Honda,Civic,2014, excellent, 4 cylinders, fwd, gas,90000, brown, compact, salvage, automatic, sedan,"$7,000 ",,https://losangeles.craigslist.org/lgb/cto/d/14-civic/6693812642.html
174,BRAND NEW 2016 HONDA CIVIC - CLEAN TITLE,Honda,Civic,2016, like new, 4 cylinders,, gas,26000, black,, clean, automatic, sedan,"$19,200 ",,https://losangeles.craigslist.org/sfv/cto/d/brand-new-2016-honda-civic/6680744474.html
175,HONDA CIVIC EX 2014 44xxx miles sunroof white,Honda,Civic,2014, like new, 4 cylinders,, gas,44284, white,, clean, automatic, sedan,"$8,997 ",,https://losangeles.craigslist.org/lac/cto/d/honda-civic-exxxx-miles/6693733537.html
176,2015 Honda Civic Si Coupe,Honda,Civic,2015, like new, 4 cylinders, fwd, gas,39000, white,, clean, manual, coupe,"$17,000 ",,https://losangeles.craigslist.org/sgv/cto/d/2015-honda-civic-si-coupe/6693617446.html
177,2016 Honda Civic LX Very Good Condition!,Honda,Civic,2016, excellent, 4 cylinders, fwd, gas,20700, black, mid-size, clean, automatic, sedan,"$15,750 ", 2hgfc2f51gh56231,https://losangeles.craigslist.org/lac/cto/d/2016-honda-civic-lx-very-good/6693546951.html
178,2014 Honda civic one owner great condition gas saver well maintane,Honda,Civic,2014, like new, 4 cylinders, fwd, gas,71400, green, compact, clean, manual, sedan,"$8,250 ",,https://losangeles.craigslist.org/sgv/cto/d/2014-honda-civic-one-owner/6669395909.html
179,2014 civic,Honda,Civic,2014, excellent, 4 cylinders, fwd, gas,94000, brown, compact, salvage, automatic, sedan,"$7,000 ",,https://losangeles.craigslist.org/wst/cto/d/2014-civic/6693083614.html
180,2015 civic hybrid,Honda,Civic,2015, excellent, 4 cylinders, fwd, gas,70000, brown, compact, salvage, automatic, sedan,"$8,000 ",,https://losangeles.craigslist.org/wst/cto/d/2015-civic-hybrid/6693081752.html
181,2013 civic,Honda,Civic,2013, good, 4 cylinders, fwd, gas,98000, brown, compact, clean, automatic, sedan,"$7,800 ",,https://losangeles.craigslist.org/sfv/cto/d/2013-civic/6692971986.html
182,2010 Honda Civic SI,Honda,Civic,2010, excellent, 4 cylinders, fwd, gas,149000, white, compact, clean, manual, coupe,"$6,000 ",,https://losangeles.craigslist.org/wst/cto/d/2010-honda-civic-si/6692747089.html
183,2015 Honda Civic SE - Super clean,Honda,Civic,2015, like new, 4 cylinders, fwd, gas,82172, black, compact, clean, automatic, sedan,"$11,565 ", 19XFB2F73FE256461,https://losangeles.craigslist.org/sfv/cto/d/2015-honda-civic-se-super/6667450215.html
184,2008 Honda civic,Honda,Civic,2008, excellent, 4 cylinders, fwd, gas,125000, grey, compact, clean, automatic, sedan,"$4,900 ",,https://losangeles.craigslist.org/sfv/cto/d/2008-honda-civic/6692682191.html
