,Title,Make,Model,Year,condition,cylinders,drive,fuel,odometer,paint_color,size,title_status,transmission,type,Price,VIN,Link
13,"2012 Nissan Altima * 4 Cly * Auto * * Sale, Sale, Sale * *",Nissan,Altima,2012, excellent, 4 cylinders, fwd, gas,67000, white, mid-size, clean, automatic, sedan,"$7,495 ",,https://losangeles.craigslist.org/wst/cto/d/2012-nissan-altima-4-cly-auto/6710141619.html
14,2014 Nissan. Altima s 2.5L,Nissan,Altima,2014, excellent,,, gas,113855,,, clean, automatic,,"$8,500 ", 1N4AL3AP7EN375148,https://losangeles.craigslist.org/lac/cto/d/2014-nissan-altima-25l/6710113378.html
15,2014 Nissan. Altima. S 2.5,Nissan,Altima,2014, excellent,,, gas,113855,,, clean, automatic,,"$8,700 ", 1N4AL3AP7EN375148,https://losangeles.craigslist.org/lac/cto/d/2014-nissan-altima-25/6710112945.html
16,2009 Nissan Altima 2.5,Nissan,Altima,2009, excellent,,, gas,140000,,, clean, automatic, sedan,"$5,800 ",,https://losangeles.craigslist.org/lac/cto/d/2009-nissan-altima-25/6707696014.html
17,"2016 NISSAN ALTIMA SR BLACK, CLEAN TITLE",Nissan,Altima,2016, new, 4 cylinders, fwd, gas,20000, black, mid-size, clean, automatic, sedan,"$16,400 ",,https://losangeles.craigslist.org/sfv/cto/d/2016-nissan-altima-sr-black/6690832329.html
18,2008 Nissan Altima 2.5S,Nissan,Altima,2008, excellent, 4 cylinders, fwd, gas,125000, silver, compact, salvage, automatic, sedan,"$4,250 ",,https://losangeles.craigslist.org/sfv/cto/d/2008-nissan-altima-25s/6703253783.html
19,"2009 Nissan Altima 124,000 miles",Nissan,Altima,2009, excellent,,, gas,124000,,, clean, automatic,,"$6,500 ",,https://losangeles.craigslist.org/sfv/cto/d/2009-nissan-altimamiles/6710024368.html
20,2016 NISSAN ALTIMA 4C SEDAN,Nissan,Altima,2016, like new, 4 cylinders,, gas,44620, grey, full-size, clean, automatic, sedan,"$15,499 ", 1N4AL3AP9GC209941,https://losangeles.craigslist.org/wst/cto/d/2016-nissan-altima-4c-sedan/6709987740.html
21,"2015 NISSAN ALTIMA S SEDAN WHITE 99,000MILES",Nissan,Altima,2015, like new,,, gas,99000,,, clean, automatic,,"$9,995 ",,https://losangeles.craigslist.org/lac/cto/d/2015-nissan-altima-sedan/6703325656.html
22,2014 Nissan ALTIMA Low Mileage Clean,Nissan,Altima,2014, like new, 4 cylinders, fwd, gas,86454, silver, full-size, clean, automatic, sedan,"$12,950 ", 1N4AL3AP7EN354607,https://losangeles.craigslist.org/lac/cto/d/2014-nissan-altima-low/6704712638.html
23,2014 Nissan ALTIMA Low Mileage Clean,Nissan,Altima,2014, like new, 4 cylinders, fwd, gas,86121, silver, full-size, clean, automatic, sedan,"$12,900 ",,https://losangeles.craigslist.org/lac/cto/d/2014-nissan-altima-low/6708155176.html
24,2014 Nissan ALTIMA Low Mileage Clean,Nissan,Altima,2014, excellent, 4 cylinders, fwd, gas,86121, silver, full-size, clean, automatic, sedan,"$12,950 ",,https://losangeles.craigslist.org/lac/cto/d/2014-nissan-altima-low/6704075404.html
25,2012 Nissan ALTIMA Custom wheels Excellent,Nissan,Altima,2012, excellent, 6 cylinders, fwd, gas,97121, black, full-size, clean, automatic, sedan,"$8,900 ",,https://losangeles.craigslist.org/lac/cto/d/2012-nissan-altima-custom/6696143066.html
26,2014 Nissan Altima S with backup carmera,Nissan,Altima,2014, good, 4 cylinders,, gas,72000,,, clean, automatic,,"$9,500 ",,https://losangeles.craigslist.org/wst/cto/d/2014-nissan-altima-with/6707397793.html
27,2012 Nissan Altima very clean I would consider taking payments,Nissan,Altima,2012, good, 4 cylinders, fwd, gas,99742, yellow, mid-size, clean, automatic, sedan,"$8,450 ", 1N4AL2AP0CC197828,https://losangeles.craigslist.org/wst/cto/d/2012-nissan-altima-very-clean/6699552005.html
28,2015 Nissan Altima 2.5 S,Nissan,Altima,2015, excellent, 4 cylinders, fwd, gas,56666,,, clean, automatic, sedan,"$16,000 ", 1N4AL3AP8FC483212,https://losangeles.craigslist.org/lac/cto/d/2015-nissan-altima-25/6695291912.html
29,2016 Nissan Altima 2.5 2017,Nissan,Altima,2016, excellent, 4 cylinders, fwd, gas,48000, grey, full-size, salvage, automatic, sedan,"$10,300 ", 1N4AL3AP7GN375668,https://losangeles.craigslist.org/sfv/cto/d/2016-nissan-altima/6709749754.html
30,2013 Nissan Altima SL,Nissan,Altima,2013, good, 4 cylinders, fwd, gas,123000, white,, clean, automatic, sedan,"$6,000 ",,https://losangeles.craigslist.org/lgb/cto/d/2013-nissan-altima-sl/6685778778.html
31,Nissan altima,Nissan,Altima,2015, like new, 4 cylinders, fwd, gas,36000, black, full-size, clean, automatic, sedan,"$12,500 ",,https://losangeles.craigslist.org/lgb/cto/d/nissan-altima/6709427549.html
32,2012 Nissan Altima 2.5S - Clean Title - LOW MILES,Nissan,Altima,2012, excellent,,, gas,95000,,, clean, automatic,,"$7,000 ",,https://losangeles.craigslist.org/lgb/cto/d/2012-nissan-altima-25s-clean/6709404486.html
33,2012 NISSAN ALTIMA COUPE,Nissan,Altima,2012, excellent, 4 cylinders, fwd, gas,63908, black,, clean, automatic, coupe,"$8,499 ", 1N4AL2EP9CC205693,https://losangeles.craigslist.org/lac/cto/d/2012-nissan-altima-coupe/6692687806.html
34,Nissan Altima 2.5 S New Body Style,Nissan,Altima,2016, like new, 4 cylinders, fwd, gas,66000, black, mid-size, clean, automatic, sedan,"$11,500 ",,https://losangeles.craigslist.org/lgb/cto/d/nissan-altima-25-new-body/6690421353.html
35,2008 Nissan Altima,Nissan,Altima,2008, excellent, 4 cylinders, fwd, gas,124000, silver, compact, salvage, automatic, sedan,"$4,250 ",,https://losangeles.craigslist.org/sfv/cto/d/2008-nissan-altima/6698166984.html
36,2009 Nissan Altima (BOSE Audio),Nissan,Altima,2009, excellent, 4 cylinders, fwd, gas,108000, grey, mid-size, clean, automatic, sedan,"$6,000 ", 1N4AL21E39N419029,https://losangeles.craigslist.org/sfv/cto/d/2009-nissan-altima-bose-audio/6709266912.html
37,Nissan Altima 2008  2.5L,Nissan,Altima,2008, excellent, 4 cylinders,, gas,112676, grey, full-size, clean, automatic, sedan,"$4,490 ",,https://losangeles.craigslist.org/lac/cto/d/nissan-altimal/6698881000.html
38,2009 Nissan Altima 3.5 SE Fully Loaded.,Nissan,Altima,2009, like new, 6 cylinders, fwd, gas,69000, silver, full-size, clean, automatic, sedan,"$6,800 ", 1N4BL21E89C141759,https://losangeles.craigslist.org/lgb/cto/d/2009-nissan-altima-35-se/6699755872.html
39,2015 Nissan Altima S low mileage great deal,Nissan,Altima,2015, excellent, 4 cylinders, fwd, gas,35500, grey,, clean, automatic,,"$12,900 ",,https://losangeles.craigslist.org/lgb/cto/d/2015-nissan-altima-low/6709109308.html
40,2015 Nissan Altima 2.5 SL black leather low miles,Nissan,Altima,2015, excellent, 4 cylinders, fwd, gas,37000, blue, compact, clean, automatic, sedan,"$15,500 ",,https://losangeles.craigslist.org/lac/cto/d/2015-nissan-altima-25-sl/6685060679.html
41,2014 Nissan ALTIMA Low Mileage Clean,Nissan,Altima,2014, excellent,, fwd, gas,86121, silver, full-size, clean, automatic, sedan,"$13,900 ",,https://losangeles.craigslist.org/lac/cto/d/2014-nissan-altima-low/6704158836.html
42,Nissan Altima 2012 2.5S,Nissan,Altima,2012, good, 4 cylinders,, gas,106900, grey, compact, clean, automatic, coupe,"$7,800 ", 1N4AL2EP3CC189300,https://losangeles.craigslist.org/sgv/cto/d/nissan-altimas/6692553576.html
43,2017 NISSAN ALTIMA SV/CLEAN TITLE/36K Miles,Nissan,Altima,2017, excellent, 4 cylinders, fwd, gas,36845, grey, mid-size, clean, automatic, sedan,"$15,200 ",,https://losangeles.craigslist.org/lgb/cto/d/2017-nissan-altima-sv-clean/6708991747.html
44,2014 Nissan Altima S with backup carmera,Nissan,Altima,2014, good, 4 cylinders,, gas,72000, black,, clean, automatic,,"$9,500 ",,https://losangeles.craigslist.org/wst/cto/d/2014-nissan-altima-with/6708980174.html
45,"2015 NISSAN ALTIMA S SEDAN WHITE 99,000MILES",Nissan,Altima,2015, like new,,, gas,99000,,, clean, automatic,,"$9,995 ",,https://losangeles.craigslist.org/lac/cto/d/2015-nissan-altima-sedan/6704987295.html
46,2008 Nissan Altima 2.5 S 2doors sedan,Nissan,Altima,2008, good, 4 cylinders, fwd, gas,110700, silver, mid-size, clean, automatic, coupe,"$4,900 ", 1N4AL24E48C222330,https://losangeles.craigslist.org/sfv/cto/d/2008-nissan-altima-25-2doors/6702344916.html
47,2011 Nissan Altima,Nissan,Altima,2011, excellent, 4 cylinders, fwd, gas,112750, silver, compact, clean, automatic, sedan,"$5,600 ",,https://losangeles.craigslist.org/sgv/cto/d/2011-nissan-altima/6701267500.html
48,2010 Nissan Altima 2.5 S,Nissan,Altima,2010, excellent, 4 cylinders, fwd, gas,167200, grey,, clean, automatic, sedan,"$5,000 ",,https://losangeles.craigslist.org/sfv/cto/d/2010-nissan-altima-25/6708811861.html
49,2008 Nissan Altima SL ... Only 48K Miles ... Extra Clean ... Must See,Nissan,Altima,2008, excellent, 4 cylinders, fwd, gas,48745,,, clean, automatic, sedan,"$7,499 ", 1N4AL21E88C261698,https://losangeles.craigslist.org/wst/cto/d/2008-nissan-altima-sl-only/6708585320.html
50,2008 Nissan Altima 2.5 S,Nissan,Altima,2008, good, 4 cylinders, 4wd, gas,181000, red,, clean, automatic, sedan,"$2,299 ",,https://losangeles.craigslist.org/lac/cto/d/2008-nissan-altima-25/6708572642.html
51,"Nissan Altima 2009 Low Mileage 59,400 Miles",Nissan,Altima,2009, excellent, 4 cylinders, fwd, gas,59400, white, compact, salvage, automatic, sedan,"$4,500 ",,https://losangeles.craigslist.org/lgb/cto/d/nissan-altima-2009-low/6705065452.html
52,2011 Nissan Altima 2.5 s,Nissan,Altima,2011, excellent, 4 cylinders, fwd, gas,75000, silver, compact, salvage, automatic, sedan,"$5,800 ",,https://losangeles.craigslist.org/lac/cto/d/2011-nissan-altima-25/6695878199.html
53,2016 NISSAN ALTIMA  2.5,Nissan,Altima,2016, excellent, 4 cylinders, fwd, gas,52000, white, full-size, clean, automatic, sedan,"$10,500 ",,https://losangeles.craigslist.org/lgb/cto/d/2016-nissan-altima-25/6705065610.html
54,2008 Nissan Altima,Nissan,Altima,2008, excellent, 4 cylinders, fwd, gas,124500, silver, compact, salvage, automatic, sedan,"$4,250 ",,https://losangeles.craigslist.org/sfv/cto/d/2008-nissan-altima/6698917834.html
55,2012 Nissan Altima 2.5S Sedan,Nissan,Altima,2012, good, 6 cylinders, fwd, gas,99500, grey, compact, salvage, automatic, sedan,"$5,950 ",,https://losangeles.craigslist.org/sfv/cto/d/2012-nissan-altima-25s-sedan/6708403165.html
56,"2013 2014 2015  2016 NISSAN ALTIMA SR, 4DR BLACK",Nissan,Altima,2016, like new, 4 cylinders, fwd, gas,20000, black, mid-size, clean, automatic, sedan,"$16,400 ",,https://losangeles.craigslist.org/sgv/cto/d/nissan-altima-sr-4dr-black/6701610767.html
57,2011 Nissan altima,Nissan,Altima,2011, like new, 6 cylinders,, gas,62960, red,, clean, automatic,,"$9,999 ", 1N4BL2AP0BN478633,https://losangeles.craigslist.org/lac/cto/d/2011-nissan-altima/6708298090.html
58,2014 Nissan Altima S 2.5 (Gas Saver),Nissan,Altima,2014, like new, 4 cylinders, fwd, gas,42000, white,, salvage, automatic,,"$8,300 ",,https://losangeles.craigslist.org/lac/cto/d/2014-nissan-altima-25-gas/6708254367.html
59,2011 Nissan altima,Nissan,Altima,2011, like new, 4 cylinders,, gas,110881, purple,, clean, automatic,,"$7,999 ", 1N4AL2EPXBC182682,https://losangeles.craigslist.org/lac/cto/d/2011-nissan-altima/6708156928.html
60,Altima 2008 3.5 SE,Nissan,Altima,2008, like new, 6 cylinders,, gas,161000, white, full-size, salvage, automatic, sedan,"$4,500 ",,https://losangeles.craigslist.org/ant/cto/d/altimase/6707998079.html
61,2012 nissan Altima S (Low Miles!),Nissan,Altima,2012, excellent,,, gas,84000,,, clean, automatic,,"$7,500 ",,https://losangeles.craigslist.org/sfv/cto/d/2012-nissan-altima-low-miles/6707952491.html
62,2009 Nissan Altima Hybrid Perfect Runner SMOGGED 3/19Tags CLEAN TITLE,Nissan,Altima,2009, excellent, 4 cylinders, fwd, gas,137000, grey, mid-size, clean, automatic, sedan,"$4,400 ", 1N4CL21EX9C127379,https://losangeles.craigslist.org/wst/cto/d/2009-nissan-altima-hybrid/6705674948.html
63,2013 Nissan Altima,Nissan,Altima,2013, good, 4 cylinders, fwd, gas,112000, white, mid-size, salvage, automatic, sedan,"$6,200 ",,https://losangeles.craigslist.org/sfv/cto/d/2013-nissan-altima/6707584435.html
64,2008 Nissan altima,Nissan,Altima,2008, excellent, 4 cylinders, fwd, gas,136000, silver, full-size, clean, automatic, sedan,"$3,650 ",,https://losangeles.craigslist.org/lgb/cto/d/2008-nissan-altima/6707506670.html
65,2009 Nissan Altima Hybrid.. I would consider taking payments for the car,Nissan,Altima,2009, good, 4 cylinders, rwd, hybrid,209241, silver, mid-size, clean, automatic, sedan,"$4,250 ", 1N4CL21E59C164131,https://losangeles.craigslist.org/sfv/cto/d/2009-nissan-altima-hybrid/6705054240.html
66,2008 Nissan Altima,Nissan,Altima,2008, like new, 4 cylinders,, gas,140000,,, clean, automatic,,"$3,500 ",,https://losangeles.craigslist.org/lgb/cto/d/2008-nissan-altima/6707138694.html
67,2011 Nissan Altima clean Carfax clean title in hand great economical vehicle,Nissan,Altima,2011, excellent, 4 cylinders,, gas,111000,,, clean, automatic,,"$5,999 ",,https://losangeles.craigslist.org/lac/cto/d/2011-nissan-altima-clean/6707058951.html
68,2014 Nissan Altima S with backup carmera,Nissan,Altima,2014, excellent, 4 cylinders,, gas,72000, black,, clean, automatic,,"$9,500 ",,https://losangeles.craigslist.org/sfv/cto/d/2014-nissan-altima-with/6706751735.html
69,2013 NISSAN ALTIMA SL,Nissan,Altima,2013, like new, 4 cylinders, fwd, gas,54761, white, mid-size, clean, automatic, sedan,"$10,900 ",,https://losangeles.craigslist.org/sgv/cto/d/2013-nissan-altima-sl/6706635232.html
70,2008 Nissan Altima with Warranty,Nissan,Altima,2008, excellent, 4 cylinders,, gas,145000,,, clean, automatic,,"$3,700 ",,https://losangeles.craigslist.org/lgb/cto/d/2008-nissan-altima-with/6706625415.html
71,2014 Nissan Altima 2.5 S,Nissan,Altima,2014, like new, 4 cylinders, fwd, gas,68825, white, mid-size, clean, automatic, sedan,"$10,999 ", 1N4AL3APXEN262228,https://losangeles.craigslist.org/lgb/cto/d/2014-nissan-altima-25/6706561314.html
72,2011 Nissan Altima S Sedan 4D,Nissan,Altima,2011, good, 4 cylinders, fwd, gas,75285, black,, clean, automatic, sedan,"$7,999 ", 1N4AL2AP4BN490408,https://losangeles.craigslist.org/sgv/cto/d/2011-nissan-altima-sedan-4d/6686039547.html
73,2011 Nissan Altima S Sedan,Nissan,Altima,2011, good, 4 cylinders, fwd, gas,75285, black, compact, clean, automatic, sedan,"$7,999 ", 1N4AL2AP4BN490408,https://losangeles.craigslist.org/lgb/cto/d/2011-nissan-altima-sedan/6697753442.html
74,2009 Nissan Altima Hybrid.. I would consider taking payments for the car,Nissan,Altima,2009, good, 4 cylinders, rwd, hybrid,209241, silver, mid-size, clean, automatic, sedan,"$4,250 ", 1N4CL21E59C164131,https://losangeles.craigslist.org/sfv/cto/d/2009-nissan-altima-hybrid/6706417696.html
75,Nissan Altima,Nissan,Altima,2011, like new, 4 cylinders, fwd, gas,93000, silver, compact, salvage, automatic, sedan,"$5,500 ",,https://losangeles.craigslist.org/lac/cto/d/nissan-altima/6692906554.html
76,2010 Nissan Altima 2.5S Excellent Condition,Nissan,Altima,2010, excellent, 4 cylinders, fwd, gas,180000, blue, mid-size, clean, automatic, sedan,"$4,900 ",,https://losangeles.craigslist.org/lgb/cto/d/2010-nissan-altima-25s/6706244014.html
77,2008 altima 2.5,Nissan,Altima,2008, like new, 4 cylinders, fwd, gas,160000, white,, salvage, automatic,,"$2,900 ",,https://losangeles.craigslist.org/sfv/cto/d/2008-altima-25/6705725656.html
78,----2017 NISSAN ALTIMA 2.5---LIKE NEW--WHITE---MUST SEE---,Nissan,Altima,2017, like new, 4 cylinders, fwd, gas,29873, white,, clean, automatic,,"$15,200 ",,https://losangeles.craigslist.org/lgb/cto/d/2017-nissan-altima-25-like/6699124404.html
79,SPORTS CAR!,Nissan,Altima,2008, good, 4 cylinders, rwd, gas,94200, white, compact, clean, automatic, coupe,"$5,500 ",,https://losangeles.craigslist.org/sfv/cto/d/sports-car/6705682771.html
80,2014 Nissan Altima S with backup carmera,Nissan,Altima,2014, excellent, 4 cylinders,, gas,72000, black,, clean, automatic,,"$9,500 ",,https://losangeles.craigslist.org/sfv/cto/d/2014-nissan-altima-with/6698696446.html
81,Nissan Maxima 2011,Nissan,Altima,2011, good, 6 cylinders, fwd, gas,74000, silver, full-size, clean, automatic, sedan,"$13,500 ", 1N4AA5AP0BC807085,https://losangeles.craigslist.org/sfv/cto/d/nissan-maxima-2011/6686774118.html
82,2008 Nissan Altima Hybrid,Nissan,Altima,2008, excellent, 4 cylinders, fwd, hybrid,117000, silver, full-size, clean, automatic,,"$6,000 ",,https://losangeles.craigslist.org/sgv/cto/d/2008-nissan-altima-hybrid/6694883422.html
83,Nissan Altima 2010,Nissan,Altima,2010, excellent,,, gas,125000, grey, mid-size, salvage, automatic,,"$4,300 ",,https://losangeles.craigslist.org/lac/cto/d/nissan-altima-2010/6692038326.html
84,Nissan Altima 2010,Nissan,Altima,2010, excellent,,, gas,125000, grey, mid-size, salvage, automatic,,"$4,300 ",,https://losangeles.craigslist.org/lac/cto/d/nissan-altima-2010/6692037979.html
85,Nissan Altima 2010,Nissan,Altima,2010, excellent,,, gas,125000, grey, mid-size, salvage, automatic,,"$4,300 ",,https://losangeles.craigslist.org/lac/cto/d/nissan-altima-2010/6692038766.html
86,Nissan Altima 2010,Nissan,Altima,2010, excellent,,, gas,125000, grey, mid-size, salvage, automatic,,"$4,300 ",,https://losangeles.craigslist.org/lac/cto/d/nissan-altima-2010/6692039383.html
87,2014 Nissan Altima S with backup carmera,Nissan,Altima,2014, excellent, 4 cylinders,, gas,72000, black,, clean, automatic,,"$9,500 ",,https://losangeles.craigslist.org/wst/cto/d/2014-nissan-altima-with/6702179696.html
88,Altima 2010 2.5S,Nissan,Altima,2010, good, 4 cylinders, fwd, gas,166000, white, mid-size, clean, automatic, sedan,"$4,750 ",,https://losangeles.craigslist.org/sgv/cto/d/altimas/6704628549.html
89,2014 Nissan Altima S,Nissan,Altima,2014, like new, 4 cylinders, fwd, gas,103000, black, mid-size, clean, automatic, sedan,"$7,900 ", 1N4AL3AP2EN246766,https://losangeles.craigslist.org/sfv/cto/d/2014-nissan-altima/6688439605.html
90,2008 Nissan Altima 3.5 SE Coupe,Nissan,Altima,2008, good, 6 cylinders, fwd, gas,135000, silver, compact, clean, manual, coupe,"$4,500 ",,https://losangeles.craigslist.org/lac/cto/d/2008-nissan-altima-35-se-coupe/6704125670.html
91,2015,Nissan,Altima,2015, excellent, 4 cylinders,, gas,63000,,, clean, automatic,,"$14,500 ",,https://losangeles.craigslist.org/sfv/cto/d/2015/6703815670.html
92,Nissan Altima S 2015 con 133k millas en oferta,Nissan,Altima,2015, excellent, 4 cylinders,, gas,133, silver,, clean, automatic,,"$7,299 ",,https://losangeles.craigslist.org/lgb/cto/d/nissan-altima-2015-con-133k/6680682381.html
93,Nissan Altima S 2015 con 133k millas en oferta,Nissan,Altima,2015, excellent, 4 cylinders,, gas,133, silver,, clean, automatic,,"$7,299 ",,https://losangeles.craigslist.org/sgv/cto/d/nissan-altima-2015-con-133k/6680682598.html
94,2010 Nissan Altima $4000,Nissan,Altima,2010, good, 4 cylinders, fwd, gas,153000, grey,, clean, automatic,,"$4,000 ",,https://losangeles.craigslist.org/lac/cto/d/2010-nissan-altima-4000/6703448143.html
95,2009 Nissan Altima,Nissan,Altima,2009, good,,, gas,140000,,, salvage, automatic,,"$2,200 ",,https://losangeles.craigslist.org/ant/cto/d/2009-nissan-altima/6703344120.html
96,"2017 Stunning Black Nissan Altima, Clean not Salvaged!",Nissan,Altima,2017, like new, 4 cylinders,, gas,25987,, mid-size, clean, automatic, sedan,"$14,000 ",,https://losangeles.craigslist.org/sgv/cto/d/2017-stunning-black-nissan/6691298841.html
97,Altima 3.5 V6 2008 Coupe se Nissan,Nissan,Altima,2008, excellent, 6 cylinders, fwd, gas,141000, white,, clean, automatic, coupe,"$5,000 ",,https://losangeles.craigslist.org/lgb/cto/d/altima-35-vcoupe-se-nissan/6697849951.html
98,Altima 3.5 V6 2008 Coupe se Nissan,Nissan,Altima,2008, excellent, 6 cylinders, fwd, gas,141000, white, compact, clean, automatic, coupe,"$5,000 ",,https://losangeles.craigslist.org/lgb/cto/d/altima-35-vcoupe-se-nissan/6681252605.html
99,2009 Nissan Altima Hybrid Cold A/C Perfect Runner 4/19Tags CLEAN TITLE,Nissan,Altima,2009, excellent, 4 cylinders, fwd, gas,137312, grey, mid-size, clean, automatic, sedan,"$4,400 ", 1NCL21EX9C127379,https://losangeles.craigslist.org/wst/cto/d/2009-nissan-altima-hybrid/6676549356.html
100,2012  NISSAN ALTIMA,Nissan,Altima,2012, like new, 6 cylinders, fwd, gas,87826, black, mid-size, clean, automatic,,"$7,600 ",,https://losangeles.craigslist.org/lac/cto/d/2012-nissan-altima/6678114464.html
101,2017 NISSAN ALTIMA SV/CLEAN TITLE/36K MILES,Nissan,Altima,2017, excellent, 4 cylinders, fwd, gas,36845, grey, mid-size, clean, automatic, sedan,"$15,200 ",,https://losangeles.craigslist.org/lgb/cto/d/2017-nissan-altima-sv-clean/6701274271.html
102,2012 NISSAN ALTIMA,Nissan,Altima,2012, good, 4 cylinders, rwd, gas,87, black, compact, clean, automatic, sedan,"$6,600 ",,https://losangeles.craigslist.org/lgb/cto/d/2012-nissan-altima/6701045806.html
103,Nissan altima 2010,Nissan,Altima,2010, like new, 4 cylinders, fwd, gas,100, custom, mid-size, salvage, automatic, sedan,"$4,500 ",,https://losangeles.craigslist.org/lac/cto/d/nissan-altima-2010/6700636705.html
104,2010 Nissan Altima,Nissan,Altima,2010, good, 4 cylinders, fwd, gas,144000, blue, full-size, clean, automatic, sedan,"$4,600 ", 1N4AL2AP4AN479133,https://losangeles.craigslist.org/lgb/cto/d/2010-nissan-altima/6700523532.html
105,2012 NISSAN ALTIMA  2.5S,Nissan,Altima,2012, excellent, 4 cylinders, fwd, gas,119000, red, mid-size, clean, automatic, sedan,"$6,500 ", Xxxxxxxxxxxx,https://losangeles.craigslist.org/ant/cto/d/2012-nissan-altima-25s/6676568145.html
106,2009 Nissan Altima 2.5 SL leather sunroof heated seats fully loaded,Nissan,Altima,2009, good, 4 cylinders, fwd, gas,101520, silver, full-size, clean, automatic, sedan,"$5,200 ",,https://losangeles.craigslist.org/sfv/cto/d/2009-nissan-altima-25-sl/6700158315.html
107,2014Nissan Altima,Nissan,Altima,2014, excellent, 4 cylinders, fwd, gas,79500, white, mid-size, clean, automatic, sedan,"$12,000 ",,https://losangeles.craigslist.org/sfv/cto/d/2014nissan-altima/6694638951.html
108,2012 NISSAN ALTIMA,Nissan,Altima,2012, good, 4 cylinders, rwd, gas,87, black, compact, clean, automatic, sedan,"$6,500 ",,https://losangeles.craigslist.org/lgb/cto/d/2012-nissan-altima/6699680347.html
109,2014 nissan altima salvaged,Nissan,Altima,2014, excellent, 4 cylinders, fwd, gas,64998, black, full-size, salvage, automatic, sedan,"$7,200 ", 1n4al3ap8ec181577,https://losangeles.craigslist.org/sfv/cto/d/2014-nissan-altima-salvaged/6699630671.html
110,LIKE NEW NISSAN ALTIMA COUPE,Nissan,Altima,2010, like new, 4 cylinders,, gas,90, grey,, clean, automatic, coupe,"$7,499 ",,https://losangeles.craigslist.org/lgb/cto/d/like-new-nissan-altima-coupe/6699624861.html
111,"2011 Nissan Altima 2.5s, 1 owner, full service records, 60k miles",Nissan,Altima,2011, excellent, 4 cylinders, fwd, gas,60765, grey,, clean, automatic,,"$7,600 ",,https://losangeles.craigslist.org/sfv/cto/d/2011-nissan-altima-25s-1/6699036947.html
112,*Great Deal* 2013 Nissan Altima SV,Nissan,Altima,2013, excellent, 4 cylinders,, gas,91300, black,, clean, automatic,,"$8,900 ",,https://losangeles.craigslist.org/wst/cto/d/great-deal-2013-nissan-altima/6694700731.html
113,09 Nissan Altima,Nissan,Altima,2009, good, 4 cylinders, fwd, gas,134000, white, full-size, clean, automatic, pickup,"$5,000 ",,https://losangeles.craigslist.org/sfv/cto/d/09-nissan-altima/6698319269.html
114,2015 Nissan Altima 2.5,Nissan,Altima,2015, good, 4 cylinders, rwd, gas,75054, grey, mid-size, clean, automatic, sedan,"$9,900 ",,https://losangeles.craigslist.org/lgb/cto/d/2015-nissan-altima-25/6698304977.html
115,2014 Nissan Altima,Nissan,Altima,2014, good, 4 cylinders, fwd, gas,123000, red, full-size, salvage, automatic,,"$6,000 ",,https://losangeles.craigslist.org/sfv/cto/d/2014-nissan-altima/6698118064.html
116,"2016 NISSAN ALTIMA SR, BLACK/BLACK INT 4 CILINDERS",Nissan,Altima,2016, new, 4 cylinders, fwd, gas,20000, black, mid-size, clean, automatic, sedan,"$16,400 ",,https://losangeles.craigslist.org/sfv/cto/d/2016-nissan-altima-sr-black/6680802511.html
117,"2015 Nissan Altima S,No Accidents,Well Maintained!!",Nissan,Altima,2015, like new, 4 cylinders, fwd, gas,99552, white, mid-size, clean, automatic, sedan,"$9,995 ",,https://losangeles.craigslist.org/lac/cto/d/2015-nissan-altima-sno/6696446922.html
118,Nissan Altima Hybrid 2008,Nissan,Altima,2008, good,,, hybrid,200000,,, clean, automatic,,"$3,000 ",,https://losangeles.craigslist.org/lac/cto/d/nissan-altima-hybrid-2008/6696433476.html
119,2017 NISSAN ALTIMA SL 16K MILAGE LEATHER,Nissan,Altima,2017, excellent, 4 cylinders, fwd, gas,16000, black, full-size, clean, automatic, sedan,"$15,900 ",,https://losangeles.craigslist.org/sgv/cto/d/2017-nissan-altima-sl-16k/6671425177.html
120,"2012 Nissan Altima * 4 Cly * Auto * * Sale, Sale, Sale * *",Nissan,Altima,2012, excellent, 4 cylinders, fwd, gas,67000, white, mid-size, clean, automatic, sedan,"$7,495 ",,https://losangeles.craigslist.org/wst/cto/d/2012-nissan-altima-4-cly-auto/6671805958.html
121,2010 Nissan Altima,Nissan,Altima,2010, excellent, 4 cylinders, fwd, diesel,185000,, mid-size, clean, other, coupe,"$5,350 ",,https://losangeles.craigslist.org/lac/cto/d/2010-nissan-altima/6696177586.html
122,2012 *********************** NISSAN ALTIMA,Nissan,Altima,2012, excellent, 4 cylinders, fwd, gas,118000, black, mid-size, clean, automatic, sedan,"$7,600 ",,https://losangeles.craigslist.org/lac/cto/d/2012-nissan-altima/6672058724.html
123,2009 Nissan Altima for Sale,Nissan,Altima,2009, good,,, gas,120754, grey,, clean, automatic,,"$4,200 ",,https://losangeles.craigslist.org/wst/cto/d/2009-nissan-altima-for-sale/6689072189.html
124,2012 NISSAN ALTIMA,Nissan,Altima,2012, good, 4 cylinders, rwd, gas,87, black, compact, clean, automatic, sedan,"$6,700 ",,https://losangeles.craigslist.org/lgb/cto/d/2012-nissan-altima/6696043506.html
125,2011 NISSAN ALTIMA 2.5 S,Nissan,Altima,2011, excellent, 4 cylinders,, gas,115000, black,, clean, automatic, sedan,"$6,900 ", 1N4AL2AP3BN455469,https://losangeles.craigslist.org/lac/cto/d/2011-nissan-altima-25/6695562407.html
