,Title,Make,Model,Year,condition,cylinders,drive,fuel,odometer,paint color,size,title status,transmission,type,Price,VIN,Link
183,"2017 TOYOTA PRIUS V NAVI WHITE 37,000MILES",Toyota,Prius,2017, like new,,, gas, 37000,,, clean, automatic,,$23595,,https://losangeles.craigslist.org/lac/cto/d/2017-toyota-prius-navi-white/6695498707.html
184,"2017 TOYOTA PRIUS V NAVI WHITE 37,000MILES",Toyota,Prius,2017, like new,,, gas, 37000,,, clean, automatic,,$23595,,https://losangeles.craigslist.org/lac/cto/d/2017-toyota-prius-navi-white/6695382715.html
185,"2017 TOYOTA PRIUS V NAVI WHITE 37,000MILES",Toyota,Prius,2017, like new,,, gas, 37000,,, clean, automatic,,$23595,,https://losangeles.craigslist.org/lac/cto/d/2017-toyota-prius-navi-white/6695382984.html
186,Toyota Prius 2013. 56k miles.,Toyota,Prius,2013, excellent,,, hybrid, 56000, blue,, salvage, automatic, hatchback,$10000,,https://losangeles.craigslist.org/sfv/cto/d/toyota-priusk-miles/6693010284.html
187,"2010 Toyota Prius - Low Mileage, Leather Seats, Navigation",Toyota,Prius,2010, good,,, hybrid, 123000, grey,, salvage, automatic,,$6300,,https://losangeles.craigslist.org/wst/cto/d/2010-toyota-prius-low-mileage/6698605984.html
188,2008 Toyota Prius,Toyota,Prius,2008, excellent, 4 cylinders, fwd, hybrid, 85000, red, compact, salvage, automatic, hatchback,$7500, JTDKB20U683454071,https://losangeles.craigslist.org/sfv/cto/d/2008-toyota-prius/6677516182.html
189,2015 TOYOTA PRIUS,Toyota,Prius,2015, like new, 4 cylinders, fwd, hybrid, 23123, white, sub-compact, clean, automatic, hatchback,$15800, JTDKN3DU8F0483111,https://losangeles.craigslist.org/sgv/cto/d/2015-toyota-prius/6696860719.html
190,2008 Toyota Prius Hybrid Drive Like New,Toyota,Prius,2008, like new, 4 cylinders,, gas, 128000, silver,, salvage, automatic, hatchback,$4500,,https://losangeles.craigslist.org/sfv/cto/d/2008-toyota-prius-hybrid/6696545621.html
191,Prius 4 2011,Toyota,Prius,2011, excellent, 4 cylinders,, hybrid, 75000, grey, compact, clean, automatic, hatchback,$11000,,https://losangeles.craigslist.org/sfv/cto/d/prius/6677526725.html
192,2010 Prius,Toyota,Prius,2010, excellent, 4 cylinders, fwd, hybrid, 230000, red, compact, clean, automatic, hatchback,$6499,,https://losangeles.craigslist.org/sgv/cto/d/2010-prius/6696218136.html
193,2010,Toyota,Prius,2010, excellent, 4 cylinders, fwd, hybrid, 135000, blue, compact, clean, automatic, hatchback,$7550, JTDKN3DU5A0003602,https://losangeles.craigslist.org/sfv/cto/d/2010/6672165571.html
194,2011 Toyota Prius (MUST SELL) TODAY,Toyota,Prius,2011, good, 4 cylinders,, gas, 105000, blue,, clean, automatic,,$8000,,https://losangeles.craigslist.org/sfv/cto/d/2011-toyota-prius-must-sell/6688577622.html
195,2011 Toyota Prius III  Great Vehicle for Uber or Lyft Driver,Toyota,Prius,2011, excellent, 4 cylinders, fwd, hybrid, 155593, white, compact, clean, automatic, hatchback,$7750, JTDKN3DU3B5325322,https://losangeles.craigslist.org/sfv/cto/d/2011-toyota-prius-iii-great/6695611035.html
196,2010 TOYOTA PRIUS,Toyota,Prius,2010, excellent, 4 cylinders, fwd, hybrid, 121000, black,, clean, automatic,,$7900, JTDKN3DU1A1096967,https://losangeles.craigslist.org/lac/cto/d/2010-toyota-prius/6695550135.html
197,2012 Toyota Prius - Clean Title,Toyota,Prius,2012, good, 4 cylinders,, hybrid, 131000, white,, clean, automatic, hatchback,$9400,,https://losangeles.craigslist.org/wst/cto/d/2012-toyota-prius-clean-title/6695309103.html
198,2016 Toyota Prius,Toyota,Prius,2016, excellent, 4 cylinders, fwd, hybrid, 34726,,, clean, automatic,,$23500, JTDKARFU8G3023717,https://losangeles.craigslist.org/lac/cto/d/2016-toyota-prius/6669914000.html
199,2010 Toyota Prius III,Toyota,Prius,2010, good, 4 cylinders, fwd, gas, 123456,, compact, clean, automatic, hatchback,$9900, JTDKN3DU5A0129216,https://losangeles.craigslist.org/lac/cto/d/2010-toyota-prius-iii/6669903377.html
200,2014 toyota Prius,Toyota,Prius,2014, good, 4 cylinders, fwd, gas, 110000, red, compact, salvage, automatic, sedan,$8950,,https://losangeles.craigslist.org/sfv/cto/d/2014-toyota-prius/6694757016.html
201,"2011 Toyota Prius - 74000miles - $10,500",Toyota,Prius,2011, excellent,,, hybrid, 74000, grey,, clean, automatic,,$10500,,https://losangeles.craigslist.org/wst/cto/d/2011-toyota-prius-74000miles/6694615105.html
202,2008 TOYOTA PRIUS,Toyota,Prius,2008, excellent, 4 cylinders,, hybrid, 162000, black, mid-size, clean, automatic, hatchback,$5997,,https://losangeles.craigslist.org/lac/cto/d/2008-toyota-prius/6694442870.html
203,2009 Toyota Prius,Toyota,Prius,2009, excellent, 4 cylinders,, gas, 142000, grey, mid-size, salvage, automatic, hatchback,$6600,,https://losangeles.craigslist.org/wst/cto/d/2009-toyota-prius/6694418364.html
204,2015 Toyota Prius 2,Toyota,Prius,2014, new,,, hybrid, 59330, silver,, clean, automatic,,$14500,,https://losangeles.craigslist.org/wst/cto/d/2015-toyota-prius-2/6674284130.html
205,toyota prius V,Toyota,Prius,2010, excellent, 4 cylinders, fwd, hybrid, 100350, blue, compact, clean, automatic, hatchback,$9200,,https://losangeles.craigslist.org/ant/cto/d/toyota-prius/6668368790.html
206,2011 Toyota prius,Toyota,Prius,2011, excellent, 4 cylinders, fwd, gas, 92000, silver,, clean, automatic, hatchback,$9500,,https://losangeles.craigslist.org/sfv/cto/d/2011-toyota-prius/6677043556.html
207,2012 Toyota Prius 69300mls,Toyota,Prius,2012, excellent,,, hybrid, 69300,,, salvage, automatic,,$9600,,https://losangeles.craigslist.org/sgv/cto/d/2012-toyota-prius-69300mls/6687979123.html
208,2016 toyota prius,Toyota,Prius,2016, like new, 4 cylinders, fwd, gas, 14500, white, full-size, clean, automatic, sedan,$22000,,https://losangeles.craigslist.org/sfv/cto/d/2016-toyota-prius/6675616542.html
209,2011 Toyota Prius,Toyota,Prius,2011, excellent, 4 cylinders, fwd, gas, 92000, silver, mid-size, clean, automatic, hatchback,$9500,,https://losangeles.craigslist.org/sfv/cto/d/2011-toyota-prius/6681218271.html
210,2011 Toyota Prius,Toyota,Prius,2011, excellent, 4 cylinders, fwd, gas, 92000, silver, mid-size, clean, automatic, hatchback,$9500,,https://losangeles.craigslist.org/sfv/cto/d/2011-toyota-prius/6682442280.html
211,2013 Toyota Prius. Clean Title. Low Miles. One owner,Toyota,Prius,2013, good,,, hybrid, 69148, silver,, clean, automatic,,$12500, JTDKN3DUID5600527,https://losangeles.craigslist.org/lac/cto/d/2013-toyota-prius-clean-title/6691765994.html
212,2008 Toyota Prius,Toyota,Prius,2008, good,,, gas, 200000,,, clean, automatic,,$4000,,https://losangeles.craigslist.org/sfv/cto/d/2008-toyota-prius/6691702451.html
213,2010 TOYOTA PRIUS,Toyota,Prius,2010, excellent, 4 cylinders, fwd, gas, 260000, blue, compact, clean, automatic, hatchback,$5500,,https://losangeles.craigslist.org/sgv/cto/d/2010-toyota-prius/6691665706.html
214,Toyota Prius Plug-In Advanced - Clean 50+ MPGs,Toyota,Prius,2014, good,, fwd, hybrid, 60500, grey, mid-size, clean, automatic, hatchback,$15500,,https://losangeles.craigslist.org/lgb/cto/d/toyota-prius-plug-in-advanced/6691328900.html
215,2017 Like New Toyota Prius,Toyota,Prius,2017, like new, 4 cylinders, fwd, hybrid, 4222, grey,, clean, automatic, hatchback,$25988, JTDKARFU0H3045101,https://losangeles.craigslist.org/sfv/cto/d/2017-like-new-toyota-prius/6690730453.html
216,2008 Toyota Prius,Toyota,Prius,2008, good,,, hybrid, 178000,,, clean, automatic, hatchback,$4000,,https://losangeles.craigslist.org/lac/cto/d/2008-toyota-prius/6690626822.html
217,2015 WHITE 4D TOYOTA PRIUS LOW MILEAGE,Toyota,Prius,2015, excellent,,, gas, 39000, white,, clean, automatic,,$15000, JTDKN3DU9F0425993,https://losangeles.craigslist.org/wst/cto/d/2015-white-4d-toyota-prius/6690229975.html
218,Toyota Prius C 2018 hybrid,Toyota,Prius,2018, new, 4 cylinders, fwd, hybrid, 2500, blue, sub-compact, clean, automatic, other,$21000, Jtdkdtb3451604829,https://losangeles.craigslist.org/lgb/cto/d/toyota-prius-2018-hybrid/6689930116.html
219,2014 Toyota Prius Plug-in Hybrid · Advanced Hatchback 4D,Toyota,Prius,2014, excellent,,, gas, 75650,,, clean, automatic,,$16500,,https://losangeles.craigslist.org/sgv/cto/d/2014-toyota-prius-plug-in/6689791651.html
220,"2010 Toyota Prius clean title, one owner, no accident",Toyota,Prius,2010, excellent, 4 cylinders, fwd, hybrid, 223900, white, compact, clean, automatic, hatchback,$6100,,https://losangeles.craigslist.org/sgv/cto/d/2010-toyota-prius-clean-title/6666458156.html
221,Prius,Toyota,Prius,2008, good, 4 cylinders, fwd, gas, 192000, grey, mid-size, salvage, automatic, hatchback,$4200,,https://losangeles.craigslist.org/lgb/cto/d/prius/6688443502.html
222,toyota prius,Toyota,Prius,2015, like new, 4 cylinders, fwd, gas, 42200, black, mid-size, salvage, automatic, hatchback,$12800, rdafts3435,https://losangeles.craigslist.org/sfv/cto/d/toyota-prius/6669112547.html
223,2014 Prius V 60k miles,Toyota,Prius,2014, excellent, other, fwd, hybrid, 60000, black, full-size, clean, automatic, wagon,$14999,,https://losangeles.craigslist.org/lgb/cto/d/2014-prius-60k-miles/6687209172.html
224,2011 Toyota Prius V Hybrid,Toyota,Prius,2011, good, 4 cylinders, fwd, hybrid, 81000, white, mid-size, salvage, automatic, hatchback,$7900, jtdkn3du1387955,https://losangeles.craigslist.org/sfv/cto/d/2011-toyota-prius-hybrid/6686718663.html
225,2015 toyota prius 2,Toyota,Prius,2015, good, 4 cylinders, fwd, hybrid, 153000, blue, compact, clean, automatic, hatchback,$8950,,https://losangeles.craigslist.org/sfv/cto/d/2015-toyota-prius-2/6686286184.html
